away_team,away_score,home_team,home_score,id
ARI,21,DET,29,251113008
HOU,17,IND,31,251113011
NE,23,MIA,16,251113015
MIN,24,NYG,21,251113019
BAL,3,JAX,30,251113030
DEN,31,OAK,17,251113013
NYJ,3,CAR,30,251113029
GB,33,ATL,25,251113001
STL,16,SEA,31,251113026
WSH,35,TB,36,251113027
CLE,21,PIT,34,251113023
DAL,21,PHI,20,251114021
TB,30,ATL,27,251120001
CAR,3,CHI,13,251120003
MIA,0,CLE,22,251120005
DET,7,DAL,20,251120006
JAX,31,TEN,28,251120010
ARI,38,STL,28,251120014
NO,17,NE,24,251120017
PHI,17,NYG,27,251120019
OAK,16,WSH,13,251120028
PIT,13,BAL,16,251120033
SEA,27,SF,25,251120025
IND,45,CIN,37,251120004
NYJ,0,DEN,27,251120007
BUF,10,SD,48,251120024
KC,45,HOU,17,251120034
MIN,20,GB,17,251121009
ATL,27,DET,7,251124008
DEN,24,DAL,21,251124006
CAR,13,BUF,9,251127002
BAL,29,CIN,42,251127004
SF,22,TEN,33,251127010
NE,16,KC,26,251127012
CLE,12,MIN,24,251127016
CHI,13,TB,10,251127027
SD,23,WSH,17,251127028
STL,33,HOU,27,251127034
MIA,33,OAK,21,251127013
JAX,24,ARI,17,251127022
GB,14,PHI,19,251127021
NYG,21,SEA,24,251127026
NO,21,NYJ,19,251127020
PIT,7,IND,26,251128011
GB,7,CHI,19,251204003
JAX,20,CLE,14,251204005
MIN,21,DET,16,251204008
TEN,3,IND,35,251204011
BUF,23,MIA,24,251204015
TB,10,NO,3,251204018
DAL,10,NYG,17,251204019
CIN,38,PIT,31,251204023
ATL,6,CAR,24,251204029
HOU,15,BAL,16,251204033
WSH,24,STL,9,251204014
ARI,17,SF,10,251204025
DEN,27,KC,31,251204012
NYJ,3,NE,16,251204017
OAK,10,SD,34,251204024
SEA,42,PHI,0,251205021
NE,35,BUF,7,251211002
CLE,20,CIN,23,251211004
HOU,10,TEN,13,251211010
STL,13,MIN,27,251211016
OAK,10,NYJ,26,251211020
CHI,9,PIT,21,251211023
TB,20,CAR,10,251211029
IND,26,JAX,18,251211030
NYG,26,PHI,23,251211021
WSH,17,ARI,13,251211022
SF,3,SEA,41,251211026
KC,28,DAL,31,251211006
BAL,10,DEN,12,251211007
MIA,23,SD,21,251211024
DET,13,GB,16,251211009
NO,17,ATL,36,251212001
TB,0,NE,28,251217017
KC,17,NYG,27,251217019
DEN,28,BUF,17,251217002
SEA,28,TEN,24,251218010
SD,26,IND,17,251218011
PHI,17,STL,16,251218014
NYJ,20,MIA,24,251218015
PIT,18,MIN,3,251218016
CAR,27,NO,10,251218018
SF,9,JAX,10,251218030
ARI,19,HOU,30,251218034
CIN,41,DET,17,251218008
CLE,9,OAK,7,251218013
DAL,7,WSH,35,251218028
ATL,3,CHI,16,251218003
GB,3,BAL,48,251219033
BUF,37,CIN,27,251224004
PIT,41,CLE,0,251224005
SD,7,KC,20,251224012
SF,24,STL,20,251224014
TEN,10,MIA,24,251224015
DET,13,NO,12,251224018
ATL,24,TB,27,251224027
NYG,20,WSH,35,251224028
DAL,24,CAR,20,251224029
JAX,38,HOU,20,251224034
PHI,21,ARI,27,251224022
OAK,3,DEN,22,251224007
IND,13,SEA,28,251224026
CHI,24,GB,17,251225009
MIN,23,BAL,30,251225033
NE,31,NYJ,21,251226020
DEN,23,SD,7,251231024
NYG,30,OAK,21,251231013
CAR,44,ATL,11,260101001
BAL,16,CLE,20,260101005
SEA,17,GB,23,260101009
ARI,13,IND,17,260101011
CIN,3,KC,37,260101012
MIA,28,NE,26,260101017
BUF,26,NYJ,30,260101020
DET,21,PIT,35,260101023
NO,13,TB,27,260101027
HOU,17,SF,20,260101025
TEN,13,JAX,40,260101030
CHI,10,MIN,34,260101016
WSH,31,PHI,20,260101021
STL,20,DAL,10,260101006
MIA,17,PIT,28,260907023
NO,19,CLE,14,260910005
SEA,9,DET,6,260910008
NYJ,23,TEN,16,260910010
CIN,23,KC,10,260910012
DEN,10,STL,18,260910014
BUF,17,NE,19,260910017
BAL,27,TB,0,260910027
ATL,20,CAR,6,260910029
PHI,24,HOU,10,260910034
CHI,26,GB,0,260910009
SF,27,ARI,34,260910022
DAL,17,JAX,24,260910030
IND,26,NYG,21,260910019
MIN,19,WSH,16,260911028
SD,27,OAK,0,260911013
TB,3,ATL,14,260917001
DET,7,CHI,34,260917003
CLE,17,CIN,34,260917004
NO,34,GB,27,260917009
HOU,24,IND,43,260917011
BUF,16,MIA,6,260917015
CAR,13,MIN,16,260917016
NYG,30,PHI,24,260917021
OAK,6,BAL,28,260917033
STL,13,SF,20,260917025
ARI,10,SEA,21,260917026
KC,6,DEN,9,260917007
NE,24,NYJ,17,260917020
TEN,7,SD,40,260917024
WSH,10,DAL,27,260917006
PIT,0,JAX,9,260918030
NYJ,28,BUF,20,260924002
GB,31,DET,24,260924008
JAX,14,IND,21,260924011
TEN,10,MIA,13,260924015
CHI,19,MIN,16,260924016
CIN,28,PIT,20,260924023
CAR,26,TB,24,260924027
WSH,31,HOU,15,260924034
BAL,15,CLE,14,260924005
STL,16,ARI,14,260924022
PHI,38,SF,24,260924025
NYG,30,SEA,42,260924026
DEN,17,NE,7,260924017
ATL,3,NO,23,260925018
ARI,10,ATL,32,261001001
MIN,12,BUF,17,261001002
DAL,45,TEN,14,261001010
SF,0,KC,41,261001012
IND,31,NYJ,28,261001020
NO,18,CAR,21,261001029
SD,13,BAL,16,261001033
MIA,15,HOU,17,261001034
DET,34,STL,41,261001014
NE,38,CIN,13,261001004
CLE,24,OAK,21,261001013
JAX,30,WSH,36,261001028
SEA,6,CHI,37,261001003
GB,9,PHI,31,261002021
BUF,7,CHI,40,261008003
STL,23,GB,20,261008009
TEN,13,IND,14,261008011
DET,17,MIN,26,261008016
MIA,10,NE,20,261008017
TB,21,NO,24,261008018
WSH,3,NYG,19,261008019
CLE,12,CAR,20,261008029
KC,23,ARI,20,261008022
OAK,20,SF,34,261008025
NYJ,0,JAX,41,261008030
DAL,24,PHI,38,261008021
PIT,13,SD,23,261008024
BAL,3,DEN,13,261009007
NYG,27,ATL,14,261015001
HOU,6,DAL,34,261015006
BUF,17,DET,20,261015008
SEA,30,STL,28,261015014
PHI,24,NO,27,261015018
CIN,13,TB,14,261015027
TEN,25,WSH,22,261015028
CAR,23,BAL,21,261015033
MIA,17,NYJ,20,261015020
KC,7,PIT,45,261015023
SD,48,SF,19,261015025
OAK,3,DEN,13,261015007
CHI,24,ARI,23,261016022
PIT,38,ATL,41,261022001
NE,28,BUF,6,261022002
CAR,14,CIN,17,261022004
SD,27,KC,30,261022012
GB,34,MIA,24,261022015
DET,24,NYJ,31,261022020
PHI,21,TB,23,261022027
JAX,7,HOU,27,261022034
DEN,17,CLE,7,261022005
WSH,22,IND,36,261022011
ARI,9,OAK,22,261022013
MIN,31,SEA,13,261022026
NYG,36,DAL,22,261023006
SF,10,CHI,41,261029003
ATL,29,CIN,27,261029004
ARI,14,GB,31,261029009
HOU,22,TEN,28,261029010
SEA,28,KC,35,261029012
BAL,35,NO,22,261029018
TB,3,NYG,17,261029019
JAX,13,PHI,6,261029021
STL,24,SD,38,261029024
NYJ,13,CLE,20,261029005
IND,34,DEN,31,261029007
PIT,13,OAK,20,261029013
DAL,35,CAR,14,261029029
NE,31,MIN,7,261030016
GB,10,BUF,24,261105002
MIA,31,CHI,13,261105003
ATL,14,DET,30,261105008
KC,31,STL,17,261105014
HOU,10,NYG,14,261105019
NO,31,TB,14,261105027
DAL,19,WSH,22,261105028
TEN,7,JAX,37,261105030
CIN,20,BAL,26,261105033
MIN,3,SF,9,261105025
DEN,31,PIT,20,261105023
CLE,25,SD,32,261105024
IND,27,NE,20,261105017
OAK,0,SEA,16,261106026
CLE,17,ATL,13,261112001
SD,49,CIN,41,261112004
SF,19,DET,13,261112008
BAL,27,TEN,26,261112010
BUF,16,IND,17,261112011
KC,10,MIA,13,261112015
GB,23,MIN,17,261112016
NYJ,17,NE,14,261112017
WSH,3,PHI,27,261112021
HOU,13,JAX,10,261112030
DEN,17,OAK,13,261112013
DAL,27,ARI,10,261112022
NO,31,PIT,38,261112023
STL,22,SEA,24,261112026
CHI,38,NYG,20,261112019
TB,10,CAR,24,261113029
PIT,24,CLE,20,261119005
NE,35,GB,0,261119009
OAK,13,KC,17,261119012
MIN,20,MIA,24,261119015
CIN,31,NO,16,261119018
CHI,10,NYJ,0,261119020
TEN,31,PHI,13,261119021
WSH,17,TB,20,261119027
STL,0,CAR,15,261119029
ATL,10,BAL,24,261119033
BUF,24,HOU,21,261119034
DET,10,ARI,17,261119022
SEA,14,SF,20,261119025
IND,14,DAL,21,261119006
SD,35,DEN,27,261119007
NYG,10,JAX,26,261120030
MIA,27,DET,10,261123008
TB,10,DAL,38,261123006
DEN,10,KC,19,261123012
NO,31,ATL,13,261126001
JAX,24,BUF,27,261126002
CIN,30,CLE,0,261126005
SF,17,STL,20,261126014
ARI,26,MIN,31,261126016
HOU,11,NYJ,26,261126020
CAR,13,WSH,17,261126028
PIT,0,BAL,27,261126033
OAK,14,SD,21,261126024
NYG,21,TEN,24,261126010
CHI,13,NE,17,261126017
PHI,21,IND,45,261126011
GB,24,SEA,34,261127026
BAL,7,CIN,13,261130004
SD,24,BUF,21,261203002
MIN,13,CHI,23,261203003
KC,28,CLE,31,261203005
NYJ,38,GB,10,261203009
IND,17,TEN,20,261203010
ARI,34,STL,20,261203014
DET,21,NE,28,261203017
SF,10,NO,34,261203018
ATL,24,WSH,14,261203028
DAL,23,NYG,20,261203019
HOU,23,OAK,14,261203013
JAX,24,MIA,10,261203015
TB,3,PIT,20,261203023
SEA,23,DEN,20,261203007
CAR,24,PHI,27,261204021
CLE,7,PIT,27,261207023
OAK,10,CIN,27,261210004
MIN,30,DET,20,261210008
BAL,20,KC,10,261210012
NE,0,MIA,21,261210015
ATL,17,TB,6,261210027
PHI,21,WSH,19,261210028
NYG,27,CAR,13,261210029
IND,17,JAX,44,261210030
TEN,26,HOU,20,261210034
SEA,21,ARI,27,261210022
GB,30,SF,19,261210025
BUF,31,NYJ,13,261210020
DEN,20,SD,48,261210024
NO,42,DAL,17,261210006
CHI,42,STL,27,261211014
SF,24,SEA,14,261214026
DAL,38,ATL,28,261216001
MIA,0,BUF,21,261217002
TB,31,CHI,34,261217003
DET,9,GB,17,261217009
JAX,17,TEN,24,261217010
NYJ,26,MIN,13,261217016
HOU,7,NE,40,261217017
WSH,16,NO,10,261217018
PIT,37,CAR,3,261217029
CLE,17,BAL,27,261217033
DEN,37,ARI,20,261217022
STL,20,OAK,0,261217013
PHI,36,NYG,22,261217019
KC,9,SD,20,261217024
CIN,16,IND,34,261218011
MIN,7,GB,9,261221009
KC,20,OAK,9,261223013
CAR,10,ATL,3,261224001
TEN,30,BUF,29,261224002
TB,22,CLE,7,261224005
CHI,26,DET,21,261224008
WSH,31,STL,37,261224014
NO,30,NYG,7,261224019
BAL,31,PIT,7,261224023
NE,24,JAX,21,261224030
IND,24,HOU,27,261224034
ARI,26,SF,20,261224025
CIN,23,DEN,24,261224007
SD,20,SEA,17,261224026
PHI,23,DAL,7,261225006
NYJ,13,MIA,10,261225015
NYG,34,WSH,28,261230028
PIT,23,CIN,17,261231004
DET,39,DAL,31,261231006
NE,40,TEN,23,261231010
JAX,30,KC,35,261231012
STL,41,MIN,21,261231016
CAR,31,NO,21,261231018
OAK,3,NYJ,23,261231020
SEA,23,TB,7,261231027
CLE,6,HOU,14,261231034
SF,26,DEN,23,261231007
MIA,22,IND,27,261231011
ATL,17,PHI,24,261231021
ARI,20,SD,27,261231024
BUF,7,BAL,19,261231033
GB,26,CHI,7,261231003
NO,10,IND,41,270906011
DEN,15,BUF,14,270909002
PIT,34,CLE,7,270909005
PHI,13,GB,16,270909009
CAR,27,STL,13,270909014
ATL,3,MIN,24,270909016
NE,38,NYJ,14,270909020
MIA,13,WSH,16,270909028
TEN,13,JAX,10,270909030
KC,3,HOU,20,270909034
DET,36,OAK,21,270909013
CHI,3,SD,14,270909024
TB,6,SEA,20,270909026
NYG,35,DAL,45,270909006
BAL,20,CIN,27,270910004
ARI,17,SF,20,270910025
CIN,45,CLE,51,270916005
IND,22,TEN,20,270916010
SF,17,STL,16,270916014
GB,35,NYG,13,270916019
BUF,3,PIT,26,270916023
NO,14,TB,31,270916027
HOU,34,CAR,21,270916029
ATL,7,JAX,13,270916030
MIN,17,DET,20,270916008
DAL,37,MIA,20,270916015
SEA,20,ARI,23,270916022
KC,10,CHI,20,270916003
OAK,20,DEN,23,270916007
NYJ,13,BAL,20,270916033
SD,14,NE,38,270916017
WSH,20,PHI,12,270917021
SD,24,GB,31,270923009
MIN,10,KC,13,270923012
BUF,7,NE,38,270923017
MIA,28,NYJ,31,270923020
DET,21,PHI,56,270923021
SF,16,PIT,37,270923023
STL,3,TB,24,270923027
ARI,23,BAL,26,270923033
IND,30,HOU,24,270923034
JAX,23,DEN,14,270923007
CLE,24,OAK,26,270923013
CIN,21,SEA,24,270923026
CAR,27,ATL,20,270923001
NYG,24,WSH,17,270923028
DAL,34,CHI,10,270923003
TEN,31,NO,14,270924018
HOU,16,ATL,26,270930001
NYJ,14,BUF,17,270930002
BAL,13,CLE,27,270930005
STL,7,DAL,35,270930006
CHI,27,DET,37,270930008
OAK,35,MIA,17,270930015
GB,23,MIN,16,270930016
SEA,23,SF,3,270930025
TB,20,CAR,7,270930029
DEN,20,IND,38,270930011
PIT,14,ARI,21,270930022
KC,30,SD,16,270930024
PHI,3,NYG,16,270930019
NE,34,CIN,13,271001004
ATL,13,TEN,20,271007010
JAX,17,KC,7,271007012
ARI,34,STL,31,271007014
CLE,17,NE,34,271007017
CAR,16,NO,13,271007018
NYJ,24,NYG,35,271007019
SEA,0,PIT,21,271007023
DET,3,WSH,34,271007028
MIA,19,HOU,22,271007034
TB,14,IND,33,271007011
SD,41,DEN,3,271007007
BAL,9,SF,7,271007025
CHI,27,GB,20,271007009
DAL,25,BUF,24,271008002
MIN,34,CHI,31,271014003
MIA,31,CLE,41,271014005
WSH,14,GB,17,271014009
CIN,20,KC,27,271014012
PHI,16,NYJ,9,271014020
TEN,10,TB,13,271014027
HOU,17,JAX,37,271014030
STL,3,BAL,22,271014033
CAR,25,ARI,10,271014022
NE,48,DAL,27,271014006
OAK,14,SD,28,271014024
NO,28,SEA,17,271014026
NYG,31,ATL,10,271015001
BAL,14,BUF,19,271021002
TB,16,DET,23,271021008
NE,49,MIA,28,271021015
ATL,16,NO,22,271021018
SF,15,NYG,33,271021019
ARI,19,WSH,21,271021028
TEN,38,HOU,36,271021034
NYJ,31,CIN,38,271021004
KC,12,OAK,10,271021013
MIN,14,DAL,24,271021006
CHI,19,PHI,16,271021021
STL,6,SEA,33,271021026
PIT,28,DEN,31,271021007
IND,29,JAX,7,271022030
DET,16,CHI,7,271028003
PIT,24,CIN,13,271028004
OAK,9,TEN,13,271028010
CLE,27,STL,20,271028014
NYG,13,MIA,10,271028015
PHI,23,MIN,16,271028016
IND,31,CAR,7,271028029
BUF,13,NYJ,3,271028020
HOU,10,SD,35,271028024
JAX,24,TB,23,271028027
WSH,7,NE,52,271028017
NO,31,SF,10,271028025
GB,19,DEN,13,271029007
SF,16,ATL,20,271104001
CIN,21,BUF,33,271104002
DEN,7,DET,44,271104008
CAR,7,TEN,20,271104010
GB,33,KC,22,271104012
SD,17,MIN,35,271104016
JAX,24,NO,41,271104018
WSH,23,NYJ,20,271104020
ARI,10,TB,17,271104027
SEA,30,CLE,33,271104005
NE,24,IND,20,271104011
HOU,24,OAK,17,271104013
DAL,38,PHI,17,271104021
BAL,7,PIT,38,271105023
MIN,0,GB,34,271111009
JAX,28,TEN,13,271111010
DEN,27,KC,11,271111012
BUF,13,MIA,10,271111015
STL,37,NO,29,271111018
CLE,28,PIT,31,271111023
PHI,33,WSH,25,271111028
ATL,20,CAR,13,271111029
CIN,21,BAL,7,271111033
CHI,17,OAK,6,271111013
DAL,31,NYG,20,271111019
DET,21,ARI,31,271111022
IND,21,SD,23,271111024
SF,0,SEA,24,271112026
TB,31,ATL,7,271118001
ARI,35,CIN,27,271118004
NYG,16,DET,10,271118008
CAR,17,GB,31,271118009
KC,10,IND,13,271118011
OAK,22,MIN,29,271118016
MIA,7,PHI,17,271118021
SD,17,JAX,24,271118030
CLE,33,BAL,30,271118033
NO,10,HOU,23,271118034
PIT,16,NYJ,19,271118020
WSH,23,DAL,28,271118006
STL,13,SF,9,271118025
CHI,23,SEA,30,271118026
NE,56,BUF,10,271118002
TEN,20,DEN,34,271119007
GB,37,DET,26,271122008
NYJ,3,DAL,34,271122006
IND,31,ATL,13,271122001
TEN,6,CIN,35,271125004
HOU,17,CLE,27,271125005
OAK,20,KC,17,271125012
SEA,24,STL,19,271125014
MIN,41,NYG,17,271125019
WSH,13,TB,19,271125027
NO,31,CAR,6,271125029
BUF,14,JAX,36,271125030
SF,37,ARI,31,271125022
DEN,34,CHI,37,271125003
BAL,14,SD,32,271125024
PHI,28,NE,31,271125017
MIA,0,PIT,3,271126023
GB,27,DAL,37,271129006
HOU,20,TEN,28,271202010
JAX,25,IND,28,271202011
SD,24,KC,10,271202012
ATL,16,STL,28,271202014
NYJ,40,MIA,13,271202015
DET,10,MIN,42,271202016
SEA,28,PHI,24,271202021
BUF,17,WSH,16,271202028
SF,14,CAR,31,271202029
DEN,20,OAK,34,271202013
CLE,21,ARI,27,271202022
NYG,21,CHI,16,271202003
TB,27,NO,23,271202018
CIN,10,PIT,24,271202023
NE,27,BAL,24,271203033
CHI,16,WSH,24,271206028
MIA,17,BUF,38,271209002
STL,10,CIN,19,271209004
DAL,28,DET,27,271209008
OAK,7,GB,38,271209009
SD,23,TEN,17,271209010
NYG,16,PHI,13,271209021
CAR,6,JAX,37,271209030
TB,14,HOU,28,271209034
MIN,27,SF,7,271209025
ARI,21,SEA,42,271209026
KC,7,DEN,41,271209007
PIT,13,NE,34,271209017
CLE,24,NYJ,18,271209020
IND,44,BAL,20,271209033
NO,34,ATL,14,271210001
DEN,13,HOU,31,271213034
CIN,13,SF,20,271215025
BUF,0,CLE,8,271216005
TEN,26,KC,17,271216012
GB,33,STL,14,271216014
BAL,16,MIA,22,271216015
NYJ,10,NE,20,271216017
ARI,24,NO,31,271216018
JAX,29,PIT,22,271216023
ATL,3,TB,37,271216027
SEA,10,CAR,13,271216029
IND,21,OAK,14,271216013
PHI,10,DAL,6,271216006
DET,14,SD,51,271216024
WSH,22,NYG,10,271216019
CHI,13,MIN,20,271217016
PIT,41,STL,24,271220014
DAL,20,CAR,13,271222029
NYG,38,BUF,21,271223002
GB,7,CHI,35,271223003
CLE,14,CIN,19,271223004
KC,20,DET,25,271223008
HOU,15,IND,38,271223011
PHI,38,NO,23,271223018
OAK,11,JAX,49,271223030
ATL,27,ARI,30,271223022
TB,19,SF,21,271223025
NYJ,6,TEN,10,271223010
MIA,7,NE,28,271223017
BAL,6,SEA,27,271223026
WSH,32,MIN,21,271223016
DEN,3,SD,23,271224024
NE,38,NYG,35,271229019
SEA,41,ATL,44,271230001
NO,25,CHI,33,271230003
SF,7,CLE,20,271230005
DET,13,GB,34,271230009
CIN,38,MIA,25,271230015
BUF,9,PHI,17,271230021
CAR,31,TB,23,271230027
JAX,28,HOU,42,271230034
MIN,19,DEN,22,271230007
SD,30,OAK,17,271230013
KC,10,NYJ,13,271230020
STL,19,ARI,48,271230022
DAL,6,WSH,27,271230028
PIT,21,BAL,27,271230033
TEN,16,IND,10,271230011
WSH,7,NYG,16,280904019
DET,21,ATL,34,280907001
SEA,10,BUF,34,280907002
JAX,10,TEN,17,280907010
NYJ,20,MIA,14,280907015
KC,10,NE,17,280907017
TB,20,NO,24,280907018
STL,3,PHI,38,280907021
HOU,17,PIT,38,280907023
CIN,10,BAL,17,280907033
DAL,28,CLE,10,280907005
CAR,26,SD,24,280907024
ARI,23,SF,13,280907025
CHI,29,IND,13,280907011
MIN,19,GB,24,280908009
DEN,41,OAK,14,280908013
TEN,24,CIN,7,280914004
GB,48,DET,25,280914008
OAK,23,KC,8,280914012
NYG,41,STL,13,280914014
IND,18,MIN,15,280914016
NO,24,WSH,29,280914028
CHI,17,CAR,20,280914029
BUF,20,JAX,16,280914030
SF,33,SEA,30,280914026
ATL,9,TB,24,280914027
SD,38,DEN,39,280914007
NE,19,NYJ,10,280914020
MIA,10,ARI,31,280914022
PIT,10,CLE,6,280914005
PHI,37,DAL,41,280915006
KC,14,ATL,38,280921001
OAK,23,BUF,24,280921002
TB,27,CHI,24,280921003
HOU,12,TEN,31,280921010
CAR,10,MIN,20,280921016
MIA,38,NE,13,280921017
CIN,23,NYG,26,280921019
ARI,17,WSH,24,280921028
NO,32,DEN,34,280921007
DET,13,SF,31,280921025
STL,13,SEA,37,280921026
JAX,23,IND,21,280921011
PIT,6,PHI,15,280921021
CLE,10,BAL,28,280921033
DAL,27,GB,16,280921009
NYJ,29,SD,48,280922024
CLE,20,CIN,12,280928004
MIN,17,TEN,30,280928010
DEN,19,KC,33,280928012
SF,17,NO,31,280928018
ARI,35,NYJ,56,280928020
GB,21,TB,30,280928027
ATL,9,CAR,24,280928029
HOU,27,JAX,30,280928030
SD,28,OAK,18,280928013
BUF,31,STL,14,280928014
WSH,26,DAL,24,280928006
PHI,20,CHI,24,280928003
BAL,20,PIT,23,280929023
CHI,34,DET,7,281005008
ATL,27,GB,24,281005009
SD,10,MIA,17,281005015
SEA,6,NYG,44,281005019
WSH,23,PHI,17,281005021
KC,0,CAR,34,281005029
TEN,13,BAL,10,281005033
IND,31,HOU,27,281005034
TB,13,DEN,16,281005007
CIN,22,DAL,31,281005006
BUF,17,ARI,41,281005022
NE,30,SF,21,281005025
PIT,26,JAX,21,281005030
MIN,30,NO,27,281006018
CHI,20,ATL,22,281012001
BAL,3,IND,31,281012011
DET,10,MIN,12,281012016
OAK,3,NO,34,281012018
CIN,14,NYJ,26,281012020
CAR,3,TB,27,281012027
STL,19,WSH,17,281012028
MIA,28,HOU,29,281012034
JAX,24,DEN,17,281012007
DAL,24,ARI,30,281012022
PHI,40,SF,26,281012025
GB,27,SEA,17,281012026
NE,10,SD,30,281012024
NYG,14,CLE,35,281013005
SD,14,BUF,23,281019002
MIN,41,CHI,48,281019003
PIT,38,CIN,10,281019004
TEN,34,KC,10,281019012
DAL,14,STL,34,281019014
BAL,27,MIA,13,281019015
SF,17,NYG,29,281019019
NO,7,CAR,30,281019029
DET,21,HOU,28,281019034
IND,14,GB,34,281019009
NYJ,13,OAK,16,281019013
CLE,11,WSH,14,281019028
SEA,10,TB,20,281019027
DEN,7,NE,41,281020017
TB,9,DAL,13,281026006
WSH,25,DET,17,281026008
BUF,16,MIA,25,281026015
STL,16,NE,23,281026017
SD,32,NO,37,281026018
KC,24,NYJ,28,281026020
ATL,14,PHI,27,281026021
ARI,23,CAR,27,281026029
OAK,10,BAL,29,281026033
CLE,23,JAX,17,281026030
CIN,6,HOU,35,281026034
NYG,21,PIT,14,281026023
SEA,34,SF,13,281026025
IND,21,TEN,31,281027010
NYJ,26,BUF,17,281102002
DET,23,CHI,27,281102003
JAX,19,CIN,21,281102004
BAL,37,CLE,27,281102005
GB,16,TEN,19,281102010
TB,30,KC,27,281102012
ARI,34,STL,13,281102014
HOU,21,MIN,28,281102016
MIA,26,DEN,17,281102007
ATL,24,OAK,0,281102013
DAL,14,NYG,35,281102019
PHI,26,SEA,7,281102026
NE,15,IND,18,281102011
PIT,23,WSH,6,281103028
DEN,34,CLE,30,281106005
NO,20,ATL,34,281109001
TEN,21,CHI,14,281109003
JAX,38,DET,14,281109008
SEA,19,MIA,21,281109015
GB,27,MIN,28,281109016
BUF,10,NE,20,281109017
STL,3,NYJ,47,281109020
BAL,41,HOU,13,281109034
CAR,17,OAK,6,281109013
IND,24,PIT,20,281109023
KC,19,SD,20,281109024
NYG,36,PHI,31,281109021
SF,24,ARI,29,281110022
NYJ,34,NE,31,281113017
DEN,24,ATL,20,281116001
PHI,13,CIN,13,281116004
CHI,3,GB,37,281116009
HOU,27,IND,33,281116011
NO,30,KC,20,281116012
OAK,15,MIA,17,281116015
BAL,10,NYG,30,281116019
MIN,13,TB,19,281116027
DET,22,CAR,31,281116029
STL,16,SF,35,281116025
ARI,26,SEA,20,281116026
SD,10,PIT,11,281116023
TEN,24,JAX,14,281116030
DAL,14,WSH,10,281116028
CLE,29,BUF,27,281117002
CIN,10,PIT,27,281120023
HOU,16,CLE,6,281123005
SF,22,DAL,35,281123006
TB,38,DET,20,281123008
NYJ,34,TEN,13,281123010
BUF,54,KC,31,281123012
CHI,27,STL,3,281123014
NE,48,MIA,28,281123015
MIN,30,JAX,12,281123030
PHI,7,BAL,36,281123033
OAK,31,DEN,10,281123007
CAR,28,ATL,45,281123001
NYG,37,ARI,29,281123022
WSH,20,SEA,17,281123026
IND,23,SD,20,281123024
GB,29,NO,51,281124018
TEN,47,DET,10,281127008
SEA,9,DAL,34,281127006
ARI,20,PHI,48,281127021
SF,10,BUF,3,281130002
BAL,34,CIN,3,281130004
IND,10,CLE,6,281130005
CAR,35,GB,31,281130009
MIA,16,STL,12,281130014
NO,20,TB,23,281130027
NYG,23,WSH,7,281130028
ATL,22,SD,16,281130024
KC,20,OAK,13,281130013
PIT,33,NE,10,281130017
DEN,34,NYJ,17,281130020
CHI,14,MIN,34,281130016
JAX,17,HOU,30,281201034
OAK,7,SD,34,281204024
JAX,10,CHI,23,281207003
MIN,20,DET,16,281207008
HOU,24,GB,21,281207009
CLE,9,TEN,28,281207010
CIN,3,IND,35,281207011
ATL,25,NO,29,281207018
PHI,20,NYG,14,281207019
MIA,16,BUF,3,281207002
KC,17,DEN,24,281207007
NYJ,14,SF,24,281207025
NE,24,SEA,21,281207026
STL,10,ARI,34,281207022
DAL,13,PIT,20,281207023
WSH,10,BAL,24,281207033
TB,23,CAR,38,281208029
NO,24,CHI,27,281211003
TB,10,ATL,13,281214001
WSH,13,CIN,20,281214004
DET,21,IND,31,281214011
SD,22,KC,21,281214012
SEA,23,STL,20,281214014
SF,9,MIA,14,281214015
BUF,27,NYJ,31,281214020
GB,16,JAX,20,281214030
TEN,12,HOU,13,281214034
MIN,35,ARI,14,281214022
NE,49,OAK,26,281214013
DEN,10,CAR,30,281214029
PIT,13,BAL,9,281214033
NYG,8,DAL,20,281214006
CLE,10,PHI,30,281215021
IND,31,JAX,24,281218030
BAL,33,DAL,24,281220006
CIN,14,CLE,0,281221005
NO,42,DET,7,281221008
PIT,14,TEN,31,281221010
MIA,38,KC,31,281221012
SF,17,STL,16,281221014
ARI,7,NE,47,281221017
SD,41,TB,24,281221027
BUF,30,DEN,23,281221007
HOU,16,OAK,27,281221013
NYJ,3,SEA,13,281221026
ATL,24,MIN,17,281221016
PHI,3,WSH,10,281221028
CAR,28,NYG,34,281221019
GB,17,CHI,20,281222003
STL,27,ATL,31,281228001
NE,13,BUF,0,281228002
KC,6,CIN,16,281228004
DET,21,GB,31,281228009
TEN,0,IND,23,281228011
NYG,19,MIN,20,281228016
CAR,33,NO,31,281228018
CLE,0,PIT,31,281228023
OAK,31,TB,24,281228027
CHI,24,HOU,31,281228034
MIA,24,NYJ,17,281228020
DAL,6,PHI,44,281228021
SEA,21,ARI,34,281228022
WSH,24,SF,27,281228025
JAX,7,BAL,27,281228033
DEN,21,SD,52,281228024
TEN,10,PIT,13,290910023
MIA,7,ATL,19,290913001
DEN,12,CIN,7,290913004
MIN,34,CLE,20,290913005
JAX,12,IND,14,290913011
DET,27,NO,45,290913018
DAL,34,TB,21,290913027
PHI,38,CAR,10,290913029
KC,24,BAL,38,290913033
NYJ,24,HOU,7,290913034
WSH,17,NYG,23,290913019
SF,20,ARI,16,290913022
STL,0,SEA,28,290913026
