away_team,away_score,home_team,home_score,id
NYJ,27,STL,13,321118014
PHI,6,WSH,31,321118028
TB,27,CAR,21,321118029
JAX,37,HOU,43,321118034
NO,38,OAK,17,321118013
SD,23,DEN,30,321118007
IND,24,NE,59,321118017
BAL,13,PIT,10,321118023
CHI,7,SF,32,321119025
HOU,34,DET,31,321122008
WSH,38,DAL,31,321122006
NE,49,NYJ,19,321122020
MIN,10,CHI,28,321125003
OAK,10,CIN,34,321125004
PIT,14,CLE,20,321125005
BUF,13,IND,20,321125011
DEN,17,KC,9,321125012
SEA,21,MIA,24,321125015
ATL,24,TB,23,321125027
TEN,19,JAX,24,321125030
BAL,16,SD,13,321125024
SF,31,NO,21,321125018
STL,31,ARI,17,321125022
GB,10,NYG,38,321125019
CAR,30,PHI,22,321126021
NO,13,ATL,23,321129001
JAX,18,BUF,34,321202002
SEA,23,CHI,17,321202003
IND,35,DET,33,321202008
MIN,14,GB,23,321202009
HOU,24,TEN,10,321202010
CAR,21,KC,27,321202012
SF,13,STL,16,321202014
NE,23,MIA,16,321202015
ARI,6,NYJ,7,321202020
TB,23,DEN,31,321202007
CLE,20,OAK,17,321202013
CIN,20,SD,13,321202024
PIT,23,BAL,20,321202033
PHI,33,DAL,38,321202006
NYG,16,WSH,17,321203028
DEN,26,OAK,13,321206013
STL,15,BUF,12,321209002
DAL,20,CIN,19,321209004
KC,7,CLE,30,321209005
TEN,23,IND,27,321209011
CHI,14,MIN,21,321209016
SD,34,PIT,24,321209023
PHI,23,TB,21,321209027
BAL,28,WSH,31,321209028
ATL,20,CAR,30,321209029
NYJ,17,JAX,10,321209030
MIA,13,SF,27,321209025
NO,27,NYG,52,321209019
ARI,0,SEA,58,321209026
DET,20,GB,27,321209009
HOU,14,NE,42,321210017
CIN,34,PHI,13,321213021
NYG,0,ATL,34,321216001
GB,21,CHI,13,321216003
WSH,38,CLE,21,321216005
MIN,36,STL,22,321216014
JAX,3,MIA,24,321216015
TB,0,NO,41,321216018
DEN,34,BAL,17,321216033
IND,17,HOU,29,321216034
SEA,50,BUF,17,321216002
DET,10,ARI,38,321216022
CAR,31,SD,7,321216024
PIT,24,DAL,27,321216006
KC,0,OAK,15,321216013
SF,41,NE,34,321216017
NYJ,10,TEN,14,321217010
ATL,31,DET,18,321222008
NO,34,DAL,31,321223006
TEN,7,GB,55,321223009
IND,20,KC,13,321223012
BUF,10,MIA,24,321223015
SD,27,NYJ,17,321223020
WSH,27,PHI,20,321223021
CIN,13,PIT,10,321223023
STL,28,TB,13,321223027
OAK,6,CAR,17,321223029
NE,23,JAX,16,321223030
MIN,23,HOU,6,321223034
CLE,12,DEN,34,321223007
CHI,28,ARI,13,321223022
NYG,14,BAL,33,321223033
SF,13,SEA,42,321223026
TB,22,ATL,17,321230001
NYJ,9,BUF,28,321230002
BAL,17,CIN,23,321230004
CHI,26,DET,24,321230008
JAX,20,TEN,38,321230010
HOU,16,IND,28,321230011
CAR,44,NO,38,321230018
PHI,7,NYG,42,321230019
CLE,10,PIT,24,321230023
KC,3,DEN,38,321230007
GB,34,MIN,37,321230016
MIA,0,NE,28,321230017
OAK,21,SD,24,321230024
ARI,13,SF,27,321230025
STL,13,SEA,20,321230026
DAL,18,WSH,28,321230028
BAL,27,DEN,49,330905007
NE,23,BUF,21,330908002
CIN,21,CHI,24,330908003
MIA,23,CLE,10,330908005
MIN,24,DET,34,330908008
OAK,17,IND,21,330908011
ATL,17,NO,23,330908018
TB,17,NYJ,18,330908020
TEN,16,PIT,9,330908023
SEA,12,CAR,7,330908029
KC,28,JAX,2,330908030
ARI,24,STL,27,330908014
GB,28,SF,34,330908025
NYG,31,DAL,36,330908006
PHI,33,WSH,27,330909028
HOU,31,SD,28,330909024
NYJ,10,NE,13,330912017
STL,24,ATL,31,330915001
CAR,23,BUF,24,330915002
MIN,30,CHI,31,330915003
WSH,20,GB,38,330915009
MIA,24,IND,20,330915011
DAL,16,KC,17,330915012
SD,33,PHI,30,330915021
CLE,6,BAL,14,330915033
TEN,24,HOU,30,330915034
DET,21,ARI,25,330915022
NO,16,TB,14,330915027
JAX,9,OAK,19,330915013
DEN,41,NYG,23,330915019
SF,3,SEA,29,330915026
PIT,10,CIN,20,330916004
KC,26,PHI,16,330919021
GB,30,CIN,34,330922004
STL,7,DAL,31,330922006
SD,17,TEN,20,330922010
CLE,31,MIN,27,330922016
TB,3,NE,23,330922017
ARI,7,NO,31,330922018
DET,27,WSH,20,330922028
NYG,0,CAR,38,330922029
HOU,9,BAL,30,330922033
ATL,23,MIA,27,330922015
BUF,20,NYJ,27,330922020
IND,27,SF,7,330922025
JAX,17,SEA,45,330922026
CHI,40,PIT,23,330922023
OAK,21,DEN,37,330923007
SF,35,STL,11,330926014
BAL,20,BUF,23,330929002
CIN,6,CLE,17,330929005
CHI,32,DET,40,330929008
NYG,7,KC,31,330929012
PIT,27,MIN,34,330929016
ARI,13,TB,10,330929027
IND,37,JAX,3,330929030
SEA,23,HOU,20,330929034
NYJ,13,TEN,38,330929010
PHI,20,DEN,52,330929007
WSH,24,OAK,14,330929013
DAL,21,SD,30,330929024
NE,30,ATL,23,330929001
MIA,17,NO,38,330930018
BUF,24,CLE,37,331003005
NO,26,CHI,18,331006003
NE,6,CIN,13,331006004
DET,9,GB,22,331006009
KC,26,TEN,17,331006010
SEA,28,IND,34,331006011
JAX,20,STL,34,331006014
BAL,26,MIA,23,331006015
PHI,36,NYG,21,331006019
CAR,6,ARI,22,331006022
DEN,51,DAL,48,331006006
HOU,3,SF,34,331006025
SD,17,OAK,27,331006013
NYJ,30,ATL,28,331007001
NYG,21,CHI,27,331010003
CIN,27,BUF,24,331013002
DET,31,CLE,17,331013005
OAK,7,KC,24,331013012
CAR,35,MIN,10,331013016
PIT,19,NYJ,6,331013020
PHI,31,TB,20,331013027
GB,19,BAL,17,331013033
STL,38,HOU,13,331013034
JAX,19,DEN,35,331013007
TEN,13,SEA,20,331013026
NO,27,NE,30,331013017
ARI,20,SF,32,331013025
WSH,16,DAL,31,331013006
IND,9,SD,19,331014024
SEA,34,ARI,22,331017022
TB,23,ATL,31,331020001
CIN,27,DET,24,331020008
BUF,23,MIA,21,331020015
NE,27,NYJ,30,331020020
DAL,17,PHI,3,331020021
CHI,41,WSH,45,331020028
STL,15,CAR,30,331020029
SD,24,JAX,6,331020030
SF,31,TEN,17,331020010
CLE,13,GB,31,331020009
HOU,16,KC,17,331020012
BAL,16,PIT,19,331020023
DEN,33,IND,39,331020011
MIN,7,NYG,23,331021019
CAR,31,TB,13,331024027
DAL,30,DET,31,331027008
CLE,17,KC,23,331027012
MIA,17,NE,27,331027017
BUF,17,NO,35,331027018
NYG,15,PHI,7,331027021
SF,42,JAX,10,331027030
NYJ,9,CIN,49,331027004
PIT,18,OAK,21,331027013
WSH,21,DEN,45,331027007
ATL,13,ARI,27,331027022
GB,44,MIN,31,331027016
SEA,14,STL,9,331028014
CIN,20,MIA,22,331031015
KC,23,BUF,13,331103002
MIN,23,DAL,27,331103006
TEN,28,STL,21,331103014
NO,20,NYJ,26,331103020
SD,24,WSH,30,331103028
ATL,10,CAR,34,331103029
PHI,49,OAK,20,331103013
TB,24,SEA,27,331103026
BAL,18,CLE,24,331103005
PIT,31,NE,55,331103017
IND,27,HOU,24,331103034
CHI,27,GB,20,331104009
WSH,27,MIN,34,331107016
SEA,33,ATL,10,331110001
DET,21,CHI,19,331110003
PHI,27,GB,13,331110009
JAX,29,TEN,27,331110010
STL,38,IND,8,331110011
OAK,20,NYG,24,331110019
BUF,10,PIT,23,331110023
CIN,17,BAL,20,331110033
CAR,10,SF,9,331110025
HOU,24,ARI,27,331110022
DEN,28,SD,20,331110024
DAL,17,NO,49,331110018
MIA,19,TB,22,331111027
IND,30,TEN,27,331114010
NYJ,14,BUF,37,331117002
BAL,20,CHI,23,331117003
CLE,20,CIN,41,331117004
WSH,16,PHI,24,331117021
DET,27,PIT,37,331117023
ATL,28,TB,41,331117027
ARI,27,JAX,14,331117030
OAK,28,HOU,23,331117034
SD,16,MIA,20,331117015
SF,20,NO,23,331117018
GB,13,NYG,27,331117019
MIN,20,SEA,41,331117026
KC,17,DEN,27,331117007
NE,20,CAR,24,331118029
NO,17,ATL,13,331121001
PIT,27,CLE,11,331124005
TB,24,DET,21,331124008
MIN,26,GB,26,331124009
SD,41,KC,38,331124012
CHI,21,STL,42,331124014
CAR,20,MIA,16,331124015
NYJ,3,BAL,19,331124033
JAX,13,HOU,6,331124034
TEN,23,OAK,19,331124013
IND,11,ARI,40,331124022
DAL,24,NYG,21,331124019
DEN,31,NE,34,331124017
SF,27,WSH,6,331125028
GB,10,DET,40,331128008
OAK,24,DAL,31,331128006
PIT,20,BAL,22,331128033
JAX,32,CLE,28,331201005
TEN,14,IND,22,331201011
CHI,20,MIN,23,331201016
MIA,23,NYJ,3,331201020
ARI,21,PHI,24,331201021
TB,6,CAR,27,331201029
NE,34,HOU,31,331201034
ATL,34,BUF,31,331201002
STL,13,SF,23,331201025
DEN,35,KC,28,331201012
CIN,17,SD,10,331201024
NYG,24,WSH,17,331201028
NO,7,SEA,34,331202026
HOU,20,JAX,27,331205030
IND,28,CIN,42,331208004
ATL,21,GB,22,331208009
CLE,26,NE,27,331208017
OAK,27,NYJ,37,331208020
DET,20,PHI,34,331208021
MIA,34,PIT,28,331208023
BUF,6,TB,27,331208027
KC,45,WSH,10,331208028
MIN,26,BAL,29,331208033
TEN,28,DEN,51,331208007
STL,10,ARI,30,331208022
NYG,14,SD,37,331208024
SEA,17,SF,19,331208025
CAR,13,NO,31,331208018
DAL,28,CHI,45,331209003
SD,27,DEN,20,331212007
WSH,26,ATL,27,331215001
CHI,38,CLE,31,331215005
HOU,3,IND,25,331215011
NE,20,MIA,24,331215015
PHI,30,MIN,48,331215016
SEA,23,NYG,0,331215019
SF,33,TB,14,331215027
BUF,27,JAX,20,331215030
KC,56,OAK,31,331215013
NYJ,20,CAR,30,331215029
GB,37,DAL,36,331215006
ARI,37,TEN,34,331215010
NO,16,STL,27,331215014
CIN,20,PIT,30,331215023
BAL,18,DET,16,331216008
MIA,0,BUF,19,331222002
MIN,14,CIN,42,331222004
IND,23,KC,7,331222012
TB,13,STL,23,331222014
CLE,13,NYJ,24,331222020
DAL,24,WSH,23,331222028
NO,13,CAR,17,331222029
TEN,20,JAX,16,331222030
DEN,37,HOU,13,331222034
NYG,23,DET,20,331222008
ARI,17,SEA,10,331222026
PIT,38,GB,31,331222009
OAK,13,SD,26,331222024
NE,41,BAL,7,331222033
CHI,11,PHI,54,331222021
ATL,24,SF,34,331223025
CAR,21,ATL,20,331229001
BAL,17,CIN,34,331229004
HOU,10,TEN,16,331229010
JAX,10,IND,30,331229011
NYJ,20,MIA,7,331229015
DET,13,MIN,14,331229016
WSH,6,NYG,20,331229019
CLE,7,PIT,20,331229023
GB,33,CHI,28,331229003
DEN,34,OAK,14,331229013
BUF,20,NE,34,331229017
TB,17,NO,42,331229018
SF,23,ARI,20,331229022
KC,24,SD,27,331229024
STL,9,SEA,27,331229026
PHI,24,DAL,22,331229006
GB,16,SEA,36,400554214
NO,34,ATL,37,400554215
BUF,23,CHI,20,400554232
TEN,26,KC,10,400554260
MIN,34,STL,6,400554217
NE,20,MIA,33,400554262
OAK,14,NYJ,19,400554226
JAX,17,PHI,34,400554223
CLE,27,PIT,30,400554221
CIN,23,BAL,16,400554229
WSH,6,HOU,17,400554256
SF,28,DAL,17,400554269
CAR,20,TB,14,400554266
IND,24,DEN,31,400554273
NYG,14,DET,35,400554296
SD,17,ARI,18,400554301
PIT,6,BAL,26,400554196
MIA,10,BUF,29,400554198
ATL,10,CIN,24,400554245
NO,24,CLE,26,400554241
DAL,26,TEN,10,400554206
NE,30,MIN,7,400554235
ARI,25,NYG,14,400554211
JAX,10,WSH,41,400554202
DET,7,CAR,24,400554249
SEA,21,SD,30,400554278
STL,19,TB,17,400554274
KC,17,DEN,24,400554291
NYJ,24,GB,31,400554287
HOU,30,OAK,14,400554284
CHI,28,SF,20,400554314
PHI,30,IND,27,400554318
TB,14,ATL,56,400554194
SD,22,BUF,10,400554195
TEN,7,CIN,33,400554237
BAL,23,CLE,21,400554240
GB,7,DET,19,400554244
DAL,34,STL,31,400554199
OAK,9,NE,16,400554250
MIN,9,NO,20,400554213
HOU,17,NYG,30,400554208
WSH,34,PHI,37,400554203
IND,44,JAX,17,400554247
SF,14,ARI,23,400554253
KC,34,MIA,15,400554280
DEN,20,SEA,26,400554276
PIT,37,CAR,19,400554283
CHI,27,NYJ,19,400554288
NYG,45,WSH,14,400554201
GB,38,CHI,17,400554207
TEN,17,IND,41,400554238
MIA,38,OAK,14,400554286
DET,24,NYJ,17,400554252
TB,27,PIT,24,400554279
CAR,10,BAL,38,400554248
BUF,17,HOU,23,400554212
JAX,14,SD,33,400554290
ATL,28,MIN,41,400554242
PHI,21,SF,26,400554315
NO,17,DAL,38,400554319
NE,14,KC,41,400554325
MIN,10,GB,42,400554197
HOU,17,DAL,20,400554234
BUF,17,DET,14,400554236
CLE,29,TEN,28,400554204
BAL,13,IND,20,400554239
TB,31,NO,37,400554210
ATL,20,NYG,30,400554209
STL,28,PHI,34,400554205
CHI,24,CAR,31,400554200
PIT,17,JAX,9,400554243
ARI,20,DEN,41,400554246
NYJ,0,SD,31,400554275
KC,17,SF,22,400554251
CIN,17,NE,43,400554277
SEA,27,WSH,17,400554282
IND,33,HOU,28,400554216
NE,37,BUF,22,400554259
CAR,37,CIN,37,400554263
PIT,10,CLE,31,400554295
JAX,14,TEN,16,400554222
GB,27,MIA,24,400554299
DET,17,MIN,3,400554255
DEN,31,NYJ,17,400554231
BAL,48,TB,17,400554225
SD,31,OAK,28,400554302
CHI,27,ATL,13,400554220
WSH,20,ARI,30,400554308
DAL,30,SEA,23,400554305
NYG,0,PHI,27,400554312
SF,31,STL,17,400554335
NYJ,25,NE,27,400554219
MIN,16,BUF,17,400554268
MIA,27,CHI,14,400554270
NO,23,DET,24,400554271
CAR,17,GB,38,400554294
CIN,0,IND,27,400554265
SEA,26,STL,28,400554257
TEN,17,WSH,19,400554233
CLE,6,JAX,24,400554261
ATL,7,BAL,29,400554228
KC,23,SD,20,400554297
NYG,21,DAL,31,400554304
ARI,24,OAK,13,400554300
SF,17,DEN,42,400554307
HOU,23,PIT,30,400554311
SD,21,DEN,35,400554218
DET,22,ATL,21,400554224
BAL,24,CIN,27,400554264
HOU,30,TEN,16,400554230
STL,7,KC,34,400554227
CHI,23,NE,51,400554272
BUF,43,NYJ,23,400554298
MIN,19,TB,13,400554254
SEA,13,CAR,9,400554258
MIA,27,JAX,13,400554267
PHI,20,ARI,24,400554303
OAK,13,CLE,23,400554306
IND,34,PIT,51,400554310
GB,23,NO,44,400554313
WSH,20,DAL,17,400554336
NO,28,CAR,10,400554309
JAX,23,CIN,33,400554344
TB,17,CLE,22,400554334
ARI,28,DAL,17,400554337
NYJ,10,KC,24,400554341
SD,0,MIA,37,400554347
WSH,26,MIN,29,400554351
PHI,31,HOU,21,400554339
STL,13,SF,10,400554377
DEN,21,NE,43,400554381
OAK,24,SEA,30,400554385
BAL,23,PIT,43,400554389
IND,40,NYG,24,400554393
CLE,24,CIN,3,400554328
KC,17,BUF,13,400554332
MIA,16,DET,20,400554355
SF,27,NO,24,400554362
PIT,13,NYJ,20,400554370
ATL,27,TB,17,400554372
DAL,31,JAX,17,400554358
TEN,7,BAL,21,400554367
DEN,41,OAK,17,400554396
STL,14,ARI,31,400554397
NYG,17,SEA,38,400554400
CHI,14,GB,55,400554403
CAR,21,PHI,45,400554408
BUF,9,MIA,22,400554338
MIN,13,CHI,21,400554340
HOU,23,CLE,7,400554343
SEA,20,KC,24,400554348
DEN,7,STL,22,400554383
CIN,27,NO,10,400554375
SF,16,NYG,10,400554387
TB,27,WSH,7,400554378
ATL,19,CAR,17,400554352
OAK,6,SD,13,400554391
PHI,20,GB,53,400554345
DET,6,ARI,14,400554414
NE,42,IND,20,400554417
PIT,27,TEN,24,400554421
KC,20,OAK,24,400554293
CLE,26,ATL,24,400554317
TB,13,CHI,21,400554333
JAX,3,IND,23,400554326
GB,24,MIN,21,400554324
DET,9,NE,34,400554322
TEN,24,PHI,43,400554320
CIN,22,HOU,13,400554329
STL,24,SD,27,400554360
ARI,3,SEA,19,400554357
MIA,36,DEN,39,400554364
WSH,13,SF,17,400554365
DAL,31,NYG,28,400554369
Buffalo,135,New England,177,400554331
NYJ,3,BUF,38,400607990
BAL,34,NO,27,400554394
CHI,17,DET,34,400554281
PHI,33,DAL,10,400554285
SEA,19,SF,3,400554289
CLE,10,BUF,26,400554321
WSH,27,IND,49,400554292
OAK,0,STL,52,400554354
CAR,13,MIN,31,400554363
NO,35,PIT,32,400554359
CIN,14,TB,13,400554330
NYG,24,JAX,25,400554327
SD,34,BAL,33,400554323
TEN,21,HOU,45,400554316
ARI,18,ATL,29,400554368
NE,21,GB,26,400554371
DEN,29,KC,16,400554395
MIA,16,NYJ,13,400554399
DAL,41,CHI,28,400554349
PIT,42,CIN,21,400554374
IND,25,CLE,24,400554422
TB,17,DET,34,400554424
NYG,36,TEN,7,400554384
BAL,28,MIA,13,400554419
NYJ,24,MIN,30,400554416
CAR,41,NO,10,400554388
STL,24,WSH,0,400554379
HOU,27,JAX,13,400554426
BUF,17,DEN,24,400554428
KC,14,ARI,17,400554429
SF,13,OAK,24,400554431
SEA,24,PHI,14,400554430
NE,23,SD,14,400554432
ATL,37,GB,43,400554433
ARI,12,STL,6,400554342
PIT,27,ATL,20,400554346
GB,13,BUF,21,400554386
CIN,30,CLE,0,400554392
HOU,10,IND,17,400554380
OAK,13,KC,31,400554376
MIA,13,NE,41,400554353
WSH,13,NYG,24,400554350
TB,17,CAR,19,400554390
JAX,12,BAL,20,400554382
NYJ,16,TEN,11,400554418
DEN,22,SD,10,400554420
MIN,14,DET,16,400554415
SF,7,SEA,17,400554423
DAL,38,PHI,27,400554425
NO,31,CHI,15,400554427
TEN,13,JAX,21,400554356
PHI,24,WSH,27,400554366
SD,38,SF,35,400554361
DET,20,CHI,14,400554401
MIN,35,MIA,37,400554373
ATL,30,NO,14,400554406
NE,17,NYJ,16,400554436
KC,12,PIT,20,400554434
GB,20,TB,3,400554410
CLE,13,CAR,17,400554402
BAL,13,HOU,25,400554398
NYG,37,STL,27,400554439
IND,7,DAL,42,400554444
BUF,24,OAK,26,400554442
SEA,35,ARI,6,400554447
DEN,28,CIN,37,400554449
IND,27,TEN,10,400554409
SD,7,KC,19,400554413
NYJ,37,MIA,24,400554435
CHI,9,MIN,13,400554437
BUF,17,NE,9,400554438
PHI,34,NYG,26,400554440
NO,23,TB,20,400554443
DAL,44,WSH,17,400554407
CLE,10,BAL,20,400554405
JAX,17,HOU,23,400554412
CAR,34,ATL,3,400554404
OAK,14,DEN,47,400554445
DET,20,GB,30,400554411
ARI,17,SF,20,400554446
STL,6,SEA,20,400554448
CIN,17,PIT,27,400554441
PIT,21,NE,28,400791485
IND,14,BUF,27,400791541
GB,31,CHI,23,400791489
SEA,31,STL,34,400791550
CLE,10,NYJ,31,400791497
MIA,17,WSH,10,400791544
CAR,20,JAX,9,400791547
KC,27,HOU,20,400791493
NO,19,ARI,31,400791555
DET,28,SD,33,400791558
BAL,13,DEN,19,400791587
CIN,33,OAK,13,400791585
TEN,42,TB,14,400791582
NYG,26,DAL,27,400791590
PHI,24,ATL,26,400791596
MIN,3,SF,20,400791600
DEN,31,KC,24,400791624
NE,40,BUF,32,400791664
ARI,48,CHI,23,400791661
SD,19,CIN,24,400791666
TEN,14,CLE,28,400791669
DET,16,MIN,26,400791638
TB,26,NO,19,400791634
ATL,24,NYG,20,400791672
SF,18,PIT,43,400791630
STL,10,WSH,24,400791675
HOU,17,CAR,24,400791628
BAL,33,OAK,37,400791702
MIA,20,JAX,23,400791680
DAL,20,PHI,10,400791705
SEA,17,GB,27,400791708
NYJ,20,IND,7,400791711
WSH,21,NYG,32,400791484
OAK,27,CLE,20,400791500
ATL,39,DAL,28,400791491
IND,35,TEN,33,400791496
PIT,12,STL,6,400791594
SD,14,MIN,31,400791592
JAX,17,NE,51,400791553
PHI,24,NYJ,17,400791583
NO,22,CAR,27,400791557
CIN,28,BAL,24,400791546
TB,9,HOU,19,400791589
SF,7,ARI,47,400791597
BUF,41,MIA,14,400791623
CHI,0,SEA,26,400791626
DEN,24,DET,12,400791631
KC,28,GB,38,400791635
BAL,23,PIT,20,400791662
NYJ,27,MIA,14,400761514
HOU,21,ATL,48,400791709
NYG,24,BUF,10,400791678
OAK,20,CHI,22,400791706
KC,21,CIN,36,400791712
JAX,13,IND,16,400791671
CAR,37,TB,23,400791701
PHI,20,WSH,23,400791704
CLE,27,SD,30,400791714
MIN,20,DEN,23,400791719
STL,24,ARI,22,400791718
GB,17,SF,3,400791716
DAL,20,NO,26,400791720
DET,10,SEA,13,400791741
IND,27,HOU,20,400791487
WSH,19,ATL,25,400791495
SEA,24,CIN,27,400791492
STL,10,GB,24,400791548
BUF,14,TEN,13,400791551
CHI,18,KC,17,400791488
NO,17,PHI,39,400791542
JAX,31,TB,38,400791498
CLE,33,BAL,30,400791545
ARI,42,DET,17,400791554
NE,30,DAL,6,400791559
DEN,16,OAK,10,400791560
SF,27,NYG,30,400791584
PIT,24,SD,20,400791588
ATL,21,NO,31,400791593
CIN,34,BUF,21,400791627
DEN,26,CLE,23,400791633
CHI,34,DET,37,400791629
MIA,38,TEN,10,400791639
KC,10,MIN,16,400791625
WSH,20,NYJ,34,400791598
ARI,13,PIT,25,400791621
HOU,31,JAX,20,400791637
CAR,27,SEA,23,400791663
SD,20,GB,27,400791667
BAL,20,SF,25,400791670
NE,34,IND,27,400791674
NYG,7,PHI,27,400791676
SEA,20,SF,3,400791503
BUF,31,JAX,34,400761515
MIN,28,DET,19,400791523
ATL,10,TEN,7,400791517
NO,27,IND,21,400791520
PIT,13,KC,23,400791527
CLE,6,STL,24,400791529
HOU,26,MIA,44,400791533
NYJ,23,NE,30,400791536
TB,30,WSH,31,400791511
OAK,37,SD,29,400791540
DAL,20,NYG,27,400791564
PHI,16,CAR,27,400791567
BAL,18,ARI,26,400791574
MIA,7,NE,36,400791601
DET,10,KC,45,400761516
TB,23,ATL,20,400791605
MIN,23,CHI,20,400791642
ARI,34,CLE,20,400791609
SF,6,STL,27,400791613
NYG,49,NO,52,400791618
CIN,16,PIT,10,400791649
SD,26,BAL,29,400791646
TEN,6,HOU,20,400791653
NYJ,20,OAK,34,400791657
SEA,13,DAL,12,400791681
GB,10,DEN,29,400791684
IND,26,CAR,29,400791690
CLE,10,CIN,31,400791698
MIA,17,BUF,33,400791725
STL,18,MIN,21,400791727
WSH,10,NE,27,400791721
TEN,34,NO,28,400791722
JAX,23,NYJ,28,400791728
OAK,35,PIT,38,400791730
GB,29,CAR,37,400791700
ATL,16,SF,17,400791732
NYG,32,TB,18,400791731
DEN,24,IND,27,400791733
PHI,33,DAL,27,400791734
CHI,22,SD,19,400791735
BUF,22,NYJ,17,400791486
DET,18,GB,16,400791490
CAR,27,TEN,10,400791499
CHI,37,STL,13,400791543
MIA,20,PHI,19,400791552
CLE,9,PIT,30,400791556
DAL,6,TB,10,400791494
NO,14,WSH,47,400791549
JAX,22,BAL,20,400791581
MIN,30,OAK,14,400791586
KC,29,DEN,13,400791595
NE,27,NYG,26,400791591
ARI,39,SEA,32,400791599
HOU,10,CIN,6,400791622
TEN,13,JAX,19,400791632
IND,24,ATL,21,400791640
DEN,17,CHI,15,400791673
OAK,13,DET,18,400791636
DAL,24,MIA,14,400791703
TB,45,PHI,17,400791668
WSH,16,CAR,44,400791707
STL,13,BAL,16,400791679
NYJ,17,HOU,24,400791665
KC,33,SD,3,400791715
GB,30,MIN,13,400791677
SF,13,SEA,29,400791713
CIN,31,ARI,34,400791710
BUF,13,NE,20,400791717
PHI,14,DET,45,400791507
CAR,33,DAL,14,400791509
CHI,17,GB,13,400791510
MIN,20,ATL,10,400791514
STL,7,CIN,31,400791516
OAK,24,TEN,21,400791502
TB,12,IND,25,400791505
BUF,22,KC,30,400791504
MIA,20,NYJ,38,400791522
NYG,14,WSH,20,400791506
SD,31,JAX,25,400791519
NO,6,HOU,24,400791512
ARI,19,SF,13,400791526
PIT,30,SEA,39,400791532
NE,24,DEN,30,400791537
BAL,33,CLE,27,400791561
GB,27,DET,23,400791568
HOU,21,BUF,30,400791611
SF,26,CHI,20,400791647
CIN,37,CLE,3,400791619
JAX,39,TEN,42,400791643
ARI,27,STL,3,400791576
BAL,13,MIA,15,400791615
SEA,38,MIN,7,400791606
NYJ,23,NYG,20,400791572
ATL,19,TB,23,400791579
KC,34,OAK,20,400791655
DEN,17,SD,3,400791652
PHI,35,NE,28,400791658
CAR,41,NO,38,400791602
IND,10,PIT,45,400791682
DAL,19,WSH,16,400791686
MIN,20,ARI,23,400791513
WSH,24,CHI,21,400791580
PIT,33,CIN,20,400791566
SF,10,CLE,24,400791530
SD,3,KC,10,400791577
DET,14,STL,21,400791534
TEN,8,NYJ,30,400791562
BUF,20,PHI,23,400791524
NO,24,TB,17,400791539
ATL,0,CAR,38,400791604
IND,16,JAX,51,400791573
SEA,35,BAL,6,400791616
OAK,15,DEN,12,400791608
DAL,7,GB,28,400791612
NE,27,HOU,6,400791570
NYG,31,MIA,24,400791641
TB,23,STL,31,400791650
NYJ,19,DAL,16,400791656
HOU,16,IND,10,400791688
CHI,17,MIN,38,400791660
TEN,16,NE,33,400791694
CAR,38,NYG,35,400791693
BUF,25,WSH,35,400791695
ATL,23,JAX,17,400791685
KC,34,BAL,14,400791696
GB,30,OAK,20,400791699
CLE,13,SEA,30,400791697
DEN,27,PIT,34,400791723
MIA,14,SD,30,400791724
CIN,24,SF,14,400791726
ARI,40,PHI,17,400791692
DET,35,NO,27,400791729
SD,20,OAK,23,400791501
WSH,38,PHI,24,400791508
CAR,13,ATL,20,400791563
DAL,6,BUF,16,400791535
SF,17,DET,32,400791531
HOU,34,TEN,6,400791518
CLE,13,KC,17,400791521
IND,18,MIA,12,400791525
NE,20,NYJ,26,400791515
CHI,26,TB,21,400791538
PIT,17,BAL,20,400791575
JAX,27,NO,38,400791528
GB,8,ARI,38,400791571
STL,23,SEA,17,400791569
NYG,17,MIN,49,400791565
CIN,17,DEN,20,400791578
NO,20,ATL,17,400791614
NYJ,17,BUF,22,400791603
DET,24,CHI,20,400791659
BAL,16,CIN,24,400791617
PIT,28,CLE,12,400791620
WSH,34,DAL,23,400791651
TEN,24,IND,30,400791645
NE,10,MIA,20,400791607
PHI,35,NYG,30,400791654
JAX,6,HOU,30,400791644
SD,20,DEN,27,400791687
OAK,17,KC,23,400791648
SEA,36,ARI,6,400791689
STL,16,SF,19,400791691
TB,10,CAR,38,400791610
MIN,20,GB,13,400791683
CAR,20,DEN,21,400874484
TB,31,ATL,24,400874522
MIN,25,TEN,16,400874524
SD,27,KC,33,400874570
OAK,35,NO,34,400874543
CIN,23,NYJ,22,400874527
CLE,10,PHI,29,400874520
GB,27,JAX,23,400874486
BUF,7,BAL,13,400874510
CHI,14,HOU,23,400874511
MIA,10,SEA,12,400874577
NYG,20,DAL,19,400874574
DET,39,IND,35,400874573
NE,23,ARI,21,400874539
PIT,38,WSH,16,400874537
LAR,0,SF,28,400874532
NYJ,37,BUF,31,400874530
BAL,25,CLE,20,400874512
TEN,16,DET,15,400874488
MIA,24,NE,31,400874541
NO,13,NYG,16,400874529
CIN,16,PIT,24,400874487
DAL,27,WSH,23,400874518
SF,27,CAR,46,400874535
KC,12,HOU,19,400874549
SEA,3,LAR,9,400874514
TB,7,ARI,40,400874515
IND,20,DEN,34,400874526
ATL,35,OAK,28,400874525
JAX,14,SD,38,400874517
GB,14,MIN,17,400874545
