,away_team,away_score,home_team,home_score,id
1567,KC,14,ATL,38,280921001
1568,OAK,23,BUF,24,280921002
1569,TB,27,CHI,24,280921003
1570,HOU,12,TEN,31,280921010
1571,CAR,10,MIN,20,280921016
1572,MIA,38,NE,13,280921017
1573,CIN,23,NYG,26,280921019
1574,ARI,17,WSH,24,280921028
1575,NO,32,DEN,34,280921007
1576,DET,13,SF,31,280921025
1577,STL,13,SEA,37,280921026
1578,JAX,23,IND,21,280921011
1579,PIT,6,PHI,15,280921021
1580,CLE,10,BAL,28,280921033
1581,DAL,27,GB,16,280921009
1582,NYJ,29,SD,48,280922024
1583,CLE,20,CIN,12,280928004
1584,MIN,17,TEN,30,280928010
1585,DEN,19,KC,33,280928012
1586,SF,17,NO,31,280928018
1587,ARI,35,NYJ,56,280928020
1588,GB,21,TB,30,280928027
1589,ATL,9,CAR,24,280928029
1590,HOU,27,JAX,30,280928030
1591,SD,28,OAK,18,280928013
1592,BUF,31,STL,14,280928014
1593,WSH,26,DAL,24,280928006
1594,PHI,20,CHI,24,280928003
1595,BAL,20,PIT,23,280929023
1596,CHI,34,DET,7,281005008
1597,ATL,27,GB,24,281005009
1598,SD,10,MIA,17,281005015
1599,SEA,6,NYG,44,281005019
1600,WSH,23,PHI,17,281005021
1601,KC,0,CAR,34,281005029
1602,TEN,13,BAL,10,281005033
1603,IND,31,HOU,27,281005034
1604,TB,13,DEN,16,281005007
1605,CIN,22,DAL,31,281005006
1606,BUF,17,ARI,41,281005022
1607,NE,30,SF,21,281005025
1608,PIT,26,JAX,21,281005030
1609,MIN,30,NO,27,281006018
1610,CHI,20,ATL,22,281012001
1611,BAL,3,IND,31,281012011
1612,DET,10,MIN,12,281012016
1613,OAK,3,NO,34,281012018
1614,CIN,14,NYJ,26,281012020
1615,CAR,3,TB,27,281012027
1616,STL,19,WSH,17,281012028
1617,MIA,28,HOU,29,281012034
1618,JAX,24,DEN,17,281012007
1619,DAL,24,ARI,30,281012022
1620,PHI,40,SF,26,281012025
1621,GB,27,SEA,17,281012026
1622,NE,10,SD,30,281012024
1623,NYG,14,CLE,35,281013005
1624,SD,14,BUF,23,281019002
1625,MIN,41,CHI,48,281019003
1626,PIT,38,CIN,10,281019004
1627,TEN,34,KC,10,281019012
1628,DAL,14,STL,34,281019014
1629,BAL,27,MIA,13,281019015
1630,SF,17,NYG,29,281019019
1631,NO,7,CAR,30,281019029
1632,DET,21,HOU,28,281019034
1633,IND,14,GB,34,281019009
1634,NYJ,13,OAK,16,281019013
1635,CLE,11,WSH,14,281019028
1636,SEA,10,TB,20,281019027
1637,DEN,7,NE,41,281020017
1638,TB,9,DAL,13,281026006
1639,WSH,25,DET,17,281026008
1640,BUF,16,MIA,25,281026015
1641,STL,16,NE,23,281026017
1642,SD,32,NO,37,281026018
1643,KC,24,NYJ,28,281026020
1644,ATL,14,PHI,27,281026021
1645,ARI,23,CAR,27,281026029
1646,OAK,10,BAL,29,281026033
1647,CLE,23,JAX,17,281026030
1648,CIN,6,HOU,35,281026034
1649,NYG,21,PIT,14,281026023
1650,SEA,34,SF,13,281026025
1651,IND,21,TEN,31,281027010
1652,NYJ,26,BUF,17,281102002
1653,DET,23,CHI,27,281102003
1654,JAX,19,CIN,21,281102004
1655,BAL,37,CLE,27,281102005
1656,GB,16,TEN,19,281102010
1657,TB,30,KC,27,281102012
1658,ARI,34,STL,13,281102014
1659,HOU,21,MIN,28,281102016
1660,MIA,26,DEN,17,281102007
1661,ATL,24,OAK,0,281102013
1662,DAL,14,NYG,35,281102019
1663,PHI,26,SEA,7,281102026
1664,NE,15,IND,18,281102011
1665,PIT,23,WSH,6,281103028
1666,DEN,34,CLE,30,281106005
1667,NO,20,ATL,34,281109001
1668,TEN,21,CHI,14,281109003
1669,JAX,38,DET,14,281109008
1670,SEA,19,MIA,21,281109015
1671,GB,27,MIN,28,281109016
1672,BUF,10,NE,20,281109017
1673,STL,3,NYJ,47,281109020
1674,BAL,41,HOU,13,281109034
1675,CAR,17,OAK,6,281109013
1676,IND,24,PIT,20,281109023
1677,KC,19,SD,20,281109024
1678,NYG,36,PHI,31,281109021
1679,SF,24,ARI,29,281110022
1680,NYJ,34,NE,31,281113017
1681,DEN,24,ATL,20,281116001
1682,PHI,13,CIN,13,281116004
1683,CHI,3,GB,37,281116009
1684,HOU,27,IND,33,281116011
1685,NO,30,KC,20,281116012
1686,OAK,15,MIA,17,281116015
1687,BAL,10,NYG,30,281116019
1688,MIN,13,TB,19,281116027
1689,DET,22,CAR,31,281116029
1690,STL,16,SF,35,281116025
1691,ARI,26,SEA,20,281116026
1692,SD,10,PIT,11,281116023
1693,TEN,24,JAX,14,281116030
1694,DAL,14,WSH,10,281116028
1695,CLE,29,BUF,27,281117002
1696,CIN,10,PIT,27,281120023
1697,HOU,16,CLE,6,281123005
1698,SF,22,DAL,35,281123006
1699,TB,38,DET,20,281123008
1700,NYJ,34,TEN,13,281123010
1701,BUF,54,KC,31,281123012
1702,CHI,27,STL,3,281123014
1703,NE,48,MIA,28,281123015
1704,MIN,30,JAX,12,281123030
1705,PHI,7,BAL,36,281123033
1706,OAK,31,DEN,10,281123007
1707,CAR,28,ATL,45,281123001
1708,NYG,37,ARI,29,281123022
1709,WSH,20,SEA,17,281123026
1710,IND,23,SD,20,281123024
1711,GB,29,NO,51,281124018
1712,TEN,47,DET,10,281127008
1713,SEA,9,DAL,34,281127006
1714,ARI,20,PHI,48,281127021
1715,SF,10,BUF,3,281130002
1716,BAL,34,CIN,3,281130004
1717,IND,10,CLE,6,281130005
1718,CAR,35,GB,31,281130009
1719,MIA,16,STL,12,281130014
1720,NO,20,TB,23,281130027
1721,NYG,23,WSH,7,281130028
1722,ATL,22,SD,16,281130024
1723,KC,20,OAK,13,281130013
1724,PIT,33,NE,10,281130017
1725,DEN,34,NYJ,17,281130020
1726,CHI,14,MIN,34,281130016
1727,JAX,17,HOU,30,281201034
1728,OAK,7,SD,34,281204024
1729,JAX,10,CHI,23,281207003
1730,MIN,20,DET,16,281207008
1731,HOU,24,GB,21,281207009
1732,CLE,9,TEN,28,281207010
1733,CIN,3,IND,35,281207011
1734,ATL,25,NO,29,281207018
1735,PHI,20,NYG,14,281207019
1736,MIA,16,BUF,3,281207002
1737,KC,17,DEN,24,281207007
1738,NYJ,14,SF,24,281207025
1739,NE,24,SEA,21,281207026
1740,STL,10,ARI,34,281207022
1741,DAL,13,PIT,20,281207023
1742,WSH,10,BAL,24,281207033
1743,TB,23,CAR,38,281208029
1744,NO,24,CHI,27,281211003
1745,TB,10,ATL,13,281214001
1746,WSH,13,CIN,20,281214004
1747,DET,21,IND,31,281214011
1748,SD,22,KC,21,281214012
1749,SEA,23,STL,20,281214014
1750,SF,9,MIA,14,281214015
1751,BUF,27,NYJ,31,281214020
1752,GB,16,JAX,20,281214030
1753,TEN,12,HOU,13,281214034
1754,MIN,35,ARI,14,281214022
1755,NE,49,OAK,26,281214013
1756,DEN,10,CAR,30,281214029
1757,PIT,13,BAL,9,281214033
1758,NYG,8,DAL,20,281214006
1759,CLE,10,PHI,30,281215021
1760,IND,31,JAX,24,281218030
1761,BAL,33,DAL,24,281220006
1762,CIN,14,CLE,0,281221005
1763,NO,42,DET,7,281221008
1764,PIT,14,TEN,31,281221010
1765,MIA,38,KC,31,281221012
1766,SF,17,STL,16,281221014
1767,ARI,7,NE,47,281221017
1768,SD,41,TB,24,281221027
1769,BUF,30,DEN,23,281221007
1770,HOU,16,OAK,27,281221013
1771,NYJ,3,SEA,13,281221026
1772,ATL,24,MIN,17,281221016
1773,PHI,3,WSH,10,281221028
1774,CAR,28,NYG,34,281221019
1775,GB,17,CHI,20,281222003
1776,STL,27,ATL,31,281228001
1777,NE,13,BUF,0,281228002
1778,KC,6,CIN,16,281228004
1779,DET,21,GB,31,281228009
1780,TEN,0,IND,23,281228011
1781,NYG,19,MIN,20,281228016
1782,CAR,33,NO,31,281228018
1783,CLE,0,PIT,31,281228023
1784,OAK,31,TB,24,281228027
1785,CHI,24,HOU,31,281228034
1786,MIA,24,NYJ,17,281228020
1787,DAL,6,PHI,44,281228021
1788,SEA,21,ARI,34,281228022
1789,WSH,24,SF,27,281228025
1790,JAX,7,BAL,27,281228033
1791,DEN,21,SD,52,281228024
1792,TEN,10,PIT,13,290910023
1793,MIA,7,ATL,19,290913001
1794,DEN,12,CIN,7,290913004
1795,MIN,34,CLE,20,290913005
1796,JAX,12,IND,14,290913011
1797,DET,27,NO,45,290913018
1798,DAL,34,TB,21,290913027
1799,PHI,38,CAR,10,290913029
1800,KC,24,BAL,38,290913033
1801,NYJ,24,HOU,7,290913034
1802,WSH,17,NYG,23,290913019
1803,SF,20,ARI,16,290913022
1804,STL,0,SEA,28,290913026
1805,CHI,15,GB,21,290913009
1806,BUF,24,NE,25,290914017
1807,SD,24,OAK,20,290914013
1808,CAR,20,ATL,28,290920001
1809,MIN,27,DET,13,290920008
1810,CIN,31,GB,24,290920009
1811,HOU,34,TEN,31,290920010
1812,OAK,13,KC,10,290920012
1813,NE,9,NYJ,16,290920020
1814,NO,48,PHI,22,290920021
1815,STL,7,WSH,9,290920028
1816,ARI,31,JAX,17,290920030
1817,TB,20,BUF,33,290920002
1818,SEA,10,SF,23,290920025
1819,PIT,14,CHI,17,290920003
1820,CLE,6,DEN,27,290920007
1821,BAL,31,SD,26,290920024
1822,NYG,33,DAL,31,290920006
1823,IND,27,MIA,23,290921015
1824,WSH,14,DET,19,290927008
1825,GB,36,STL,17,290927014
1826,SF,24,MIN,27,290927016
1827,ATL,10,NE,26,290927017
1828,TEN,17,NYJ,24,290927020
1829,KC,14,PHI,34,290927021
1830,NYG,24,TB,0,290927027
1831,CLE,3,BAL,34,290927033
1832,JAX,31,HOU,24,290927034
1833,NO,27,BUF,7,290927002
1834,CHI,25,SEA,19,290927026
1835,PIT,20,CIN,23,290927004
1836,DEN,23,OAK,3,290927013
1837,MIA,13,SD,23,290927024
1838,IND,31,ARI,10,290927022
1839,CAR,7,DAL,21,290928006
1840,DET,24,CHI,48,291004003
1841,CIN,23,CLE,20,291004005
1842,SEA,17,IND,34,291004011
1843,NYG,27,KC,16,291004012
1844,BAL,21,NE,27,291004017
1845,TB,13,WSH,16,291004028
1846,TEN,17,JAX,37,291004030
1847,OAK,6,HOU,29,291004034
1848,BUF,10,MIA,38,291004015
1849,NYJ,10,NO,24,291004018
1850,DAL,10,DEN,17,291004007
1851,STL,0,SF,35,291004025
1852,SD,28,PIT,38,291004023
1853,GB,23,MIN,30,291005016
1854,CLE,6,BUF,3,291011002
1855,PIT,28,DET,20,291011008
1856,DAL,26,KC,20,291011012
1857,MIN,38,STL,10,291011014
1858,OAK,7,NYG,44,291011019
1859,TB,14,PHI,33,291011021
1860,WSH,17,CAR,20,291011029
1861,CIN,17,BAL,14,291011033
1862,ATL,45,SF,10,291011025
1863,NE,17,DEN,20,291011007
1864,HOU,21,ARI,28,291011022
1865,JAX,0,SEA,41,291011026
1866,IND,31,TEN,9,291011010
1867,NYJ,27,MIA,31,291012015
1868,HOU,28,CIN,17,291018004
1869,DET,0,GB,26,291018009
1870,BAL,31,MIN,33,291018016
1871,NYG,27,NO,48,291018018
1872,CLE,14,PIT,27,291018023
1873,CAR,28,TB,21,291018027
1874,KC,14,WSH,6,291018028
1875,STL,20,JAX,23,291018030
1876,PHI,9,OAK,13,291018013
1877,ARI,27,SEA,3,291018026
1878,TEN,0,NE,59,291018017
1879,BUF,16,NYJ,13,291018020
1880,CHI,14,ATL,21,291018001
1881,DEN,34,SD,23,291019024
1882,GB,31,CLE,3,291025005
1883,SD,37,KC,7,291025012
1884,IND,42,STL,6,291025014
1885,MIN,17,PIT,27,291025023
1886,NE,35,TB,7,291025027
1887,SF,21,HOU,24,291025034
1888,NYJ,38,OAK,0,291025013
1889,BUF,20,CAR,9,291025029
1890,CHI,10,CIN,45,291025004
1891,ATL,21,DAL,37,291025006
1892,NO,46,MIA,34,291025015
1893,ARI,24,NYG,17,291025019
1894,PHI,27,WSH,17,291026028
1895,HOU,31,BUF,10,291101002
1896,CLE,6,CHI,30,291101003
1897,SEA,17,DAL,38,291101006
1898,STL,17,DET,10,291101008
1899,SF,14,IND,18,291101011
1900,MIA,30,NYJ,25,291101020
1901,NYG,17,PHI,40,291101021
1902,DEN,7,BAL,30,291101033
1903,JAX,13,TEN,30,291101010
1904,OAK,16,SD,24,291101024
1905,MIN,38,GB,26,291101009
1906,CAR,34,ARI,21,291101022
1907,ATL,27,NO,35,291102018
1908,WSH,17,ATL,31,291108001
1909,ARI,41,CHI,21,291108003
1910,BAL,7,CIN,17,291108004
1911,HOU,17,IND,20,291108011
1912,MIA,17,NE,27,291108017
1913,GB,28,TB,38,291108027
1914,KC,21,JAX,24,291108030
1915,CAR,20,NO,30,291108018
1916,DET,20,SEA,32,291108026
1917,SD,21,NYG,20,291108019
1918,TEN,34,SF,27,291108025
1919,DAL,20,PHI,16,291108021
1920,PIT,28,DEN,10,291109007
1921,CHI,6,SF,10,291112025
1922,BUF,17,TEN,41,291115010
1923,NO,28,STL,23,291115014
1924,TB,23,MIA,25,291115015
1925,DET,10,MIN,27,291115016
1926,JAX,24,NYJ,22,291115020
1927,CIN,18,PIT,12,291115023
1928,DEN,17,WSH,27,291115028
1929,ATL,19,CAR,28,291115029
1930,KC,16,OAK,10,291115013
1931,DAL,7,GB,17,291115009
1932,SEA,20,ARI,31,291115022
1933,PHI,23,SD,31,291115024
1934,NE,34,IND,35,291115011
1935,BAL,16,CLE,0,291116005
1936,MIA,24,CAR,17,291119029
1937,WSH,6,DAL,7,291122006
1938,CLE,37,DET,38,291122008
1939,SF,24,GB,30,291122009
1940,PIT,24,KC,27,291122012
1941,SEA,9,MIN,35,291122016
1942,ATL,31,NYG,34,291122019
1943,NO,38,TB,7,291122027
1944,BUF,15,JAX,18,291122030
1945,IND,17,BAL,15,291122033
1946,ARI,21,STL,13,291122014
1947,SD,32,DEN,3,291122007
1948,CIN,17,OAK,20,291122013
1949,NYJ,14,NE,31,291122017
1950,PHI,24,CHI,20,291122003
1951,TEN,20,HOU,17,291123034
1952,GB,34,DET,12,291126008
1953,OAK,7,DAL,24,291126006
1954,NYG,6,DEN,26,291126007
1955,TB,17,ATL,20,291129001
1956,MIA,14,BUF,31,291129002
1957,CLE,7,CIN,16,291129004
1958,SEA,27,STL,17,291129014
1959,CAR,6,NYJ,17,291129020
1960,WSH,24,PHI,27,291129021
1961,IND,35,HOU,27,291129034
1962,KC,14,SD,43,291129024
1963,JAX,3,SF,20,291129025
1964,ARI,17,TEN,20,291129010
1965,CHI,10,MIN,36,291129016
1966,PIT,17,BAL,20,291129033
1967,NE,17,NO,38,291130018
1968,NYJ,19,BUF,13,291203002
1969,PHI,34,ATL,7,291206001
1970,STL,9,CHI,17,291206003
1971,DET,13,CIN,23,291206004
1972,TEN,17,IND,27,291206011
1973,DEN,44,KC,13,291206012
1974,NE,21,MIA,22,291206015
1975,OAK,27,PIT,24,291206023
1976,NO,33,WSH,30,291206028
1977,TB,6,CAR,16,291206029
1978,HOU,18,JAX,23,291206030
1979,SD,30,CLE,23,291206005
1980,DAL,24,NYG,31,291206019
1981,SF,17,SEA,20,291206026
1982,MIN,17,ARI,30,291206022
1983,BAL,14,GB,27,291207009
1984,PIT,6,CLE,13,291210005
1985,NO,26,ATL,23,291213001
1986,GB,21,CHI,14,291213003
1987,DEN,16,IND,28,291213011
1988,BUF,16,KC,10,291213012
1989,CIN,10,MIN,30,291213016
1990,CAR,10,NE,20,291213017
1991,NYJ,26,TB,3,291213027
1992,MIA,14,JAX,10,291213030
1993,DET,3,BAL,48,291213033
1994,SEA,7,HOU,34,291213034
1995,STL,7,TEN,47,291213010
1996,WSH,34,OAK,13,291213013
1997,SD,20,DAL,17,291213006
1998,PHI,45,NYG,38,291213019
1999,ARI,9,SF,24,291214025
2000,IND,35,JAX,31,291217030
2001,DAL,24,NO,17,291219018
2002,NE,17,BUF,10,291220002
2003,ARI,31,DET,24,291220008
2004,MIA,24,TEN,27,291220010
2005,CLE,41,KC,34,291220012
2006,HOU,16,STL,13,291220014
2007,ATL,10,NYJ,7,291220020
2008,OAK,20,DEN,19,291220007
2009,CIN,24,SD,27,291220024
2010,SF,13,PHI,27,291220021
2011,GB,36,PIT,37,291220023
2012,TB,24,SEA,7,291220026
2013,CHI,7,BAL,31,291220033
2014,MIN,7,CAR,26,291220029
2015,NYG,45,WSH,12,291221028
2016,SD,42,TEN,17,291225010
2017,BUF,3,ATL,31,291227001
2018,KC,10,CIN,17,291227004
2019,OAK,9,CLE,23,291227005
2020,SEA,10,GB,48,291227009
2021,HOU,27,MIA,20,291227015
2022,JAX,7,NE,35,291227017
2023,TB,20,NO,17,291227018
2024,CAR,41,NYG,9,291227019
2025,BAL,20,PIT,23,291227023
2026,STL,10,ARI,31,291227022
2027,DET,6,SF,20,291227025
2028,NYJ,29,IND,15,291227011
2029,DEN,27,PHI,30,291227021
2030,DAL,17,WSH,0,291227028
2031,MIN,30,CHI,36,291228003
2032,IND,7,BUF,30,300103002
2033,JAX,17,CLE,23,300103005
2034,CHI,37,DET,23,300103008
2035,SF,28,STL,6,300103014
2036,PIT,30,MIA,24,300103015
2037,NYG,7,MIN,44,300103016
2038,ATL,20,TB,10,300103027
2039,NO,10,CAR,23,300103029
2040,NE,27,HOU,34,300103034
2041,PHI,0,DAL,24,300103006
2042,KC,44,DEN,24,300103007
2043,BAL,21,OAK,13,300103013
2044,GB,33,ARI,7,300103022
2045,WSH,20,SD,23,300103024
2046,TEN,17,SEA,13,300103026
2047,CIN,0,NYJ,37,300103020
2048,MIN,9,NO,14,300909018
2049,MIA,15,BUF,10,300912002
2050,DET,14,CHI,19,300912003
2051,OAK,13,TEN,38,300912010
2052,CIN,24,NE,38,300912017
2053,CAR,18,NYG,31,300912019
2054,ATL,9,PIT,15,300912023
2055,CLE,14,TB,17,300912027
2056,DEN,17,JAX,24,300912030
2057,IND,24,HOU,34,300912034
2058,ARI,17,STL,13,300912014
2059,GB,27,PHI,20,300912021
2060,SF,6,SEA,31,300912026
2061,DAL,7,WSH,13,300912028
2062,BAL,10,NYJ,9,300913020
2063,SD,14,KC,21,300913012
2064,ARI,7,ATL,41,300919001
2065,BAL,10,CIN,15,300919004
2066,KC,16,CLE,14,300919005
2067,CHI,27,DAL,20,300919006
2068,PHI,35,DET,32,300919008
2069,BUF,7,GB,34,300919009
2070,PIT,19,TEN,11,300919010
2071,MIA,14,MIN,10,300919016
2072,TB,20,CAR,7,300919029
2073,SEA,14,DEN,31,300919007
2074,STL,14,OAK,16,300919013
2075,NE,14,NYJ,28,300919020
2076,JAX,13,SD,38,300919024
2077,HOU,30,WSH,27,300919028
2078,NYG,14,IND,38,300919011
2079,NO,25,SF,22,300920025
2080,SF,10,KC,31,300926012
2081,DET,10,MIN,24,300926016
2082,BUF,30,NE,38,300926017
2083,ATL,27,NO,24,300926018
2084,TEN,29,NYG,10,300926019
2085,PIT,38,TB,13,300926027
2086,CIN,20,CAR,7,300926029
2087,CLE,17,BAL,24,300926033
2088,DAL,27,HOU,13,300926034
2089,WSH,16,STL,30,300926014
2090,PHI,28,JAX,3,300926030
2091,IND,27,DEN,13,300926007
2092,OAK,23,ARI,24,300926022
2093,SD,20,SEA,27,300926026
2094,NYJ,31,MIA,23,300926015
2095,GB,17,CHI,20,300927003
2096,SF,14,ATL,16,301003001
2097,NYJ,38,BUF,14,301003002
2098,CIN,20,CLE,23,301003005
2099,DET,26,GB,28,301003009
2100,DEN,26,TEN,20,301003010
2101,SEA,3,STL,20,301003014
2102,CAR,14,NO,16,301003018
2103,BAL,17,PIT,14,301003023
2104,HOU,31,OAK,24,301003013
2105,IND,28,JAX,31,301003030
2106,WSH,17,PHI,12,301003021
2107,ARI,10,SD,41,301003024
2108,CHI,3,NYG,17,301003019
2109,NE,41,MIA,14,301004015
2110,JAX,36,BUF,26,301010002
2111,TB,24,CIN,21,301010004
2112,ATL,20,CLE,10,301010005
2113,STL,6,DET,44,301010008
2114,KC,9,IND,19,301010011
2115,GB,13,WSH,16,301010028
2116,CHI,23,CAR,6,301010029
2117,DEN,17,BAL,31,301010033
2118,NYG,34,HOU,10,301010034
2119,NO,20,ARI,30,301010022
2120,TEN,34,DAL,27,301010006
2121,SD,27,OAK,35,301010013
2122,PHI,27,SF,24,301010025
2123,MIN,20,NYJ,29,301011020
2124,SEA,23,CHI,20,301017003
2125,MIA,23,GB,20,301017009
2126,SD,17,STL,20,301017014
2127,BAL,20,NE,23,301017017
2128,DET,20,NYG,28,301017019
2129,ATL,17,PHI,31,301017021
2130,CLE,10,PIT,28,301017023
2131,NO,31,TB,6,301017027
2132,KC,31,HOU,35,301017034
2133,NYJ,24,DEN,20,301017007
2134,OAK,9,SF,17,301017025
2135,DAL,21,MIN,24,301017016
2136,IND,27,WSH,24,301017028
2137,TEN,30,JAX,3,301018030
2138,CIN,32,ATL,39,301024001
2139,WSH,17,CHI,14,301024003
2140,PHI,19,TEN,37,301024010
2141,JAX,20,KC,42,301024012
2142,PIT,23,MIA,22,301024015
2143,CLE,30,NO,17,301024018
2144,STL,17,TB,18,301024027
2145,SF,20,CAR,23,301024029
2146,BUF,34,BAL,37,301024033
2147,ARI,10,SEA,22,301024026
2148,OAK,59,DEN,14,301024007
2149,NE,23,SD,20,301024024
2150,MIN,24,GB,28,301024009
2151,NYG,41,DAL,35,301025006
2152,MIA,22,CIN,14,301031004
2153,JAX,35,DAL,17,301031006
2154,WSH,25,DET,37,301031008
2155,BUF,10,KC,13,301031012
2156,CAR,10,STL,20,301031014
2157,GB,9,NYJ,0,301031020
2158,DEN,16,SF,24,301031025
2159,TEN,25,SD,33,301031024
2160,SEA,3,OAK,33,301031013
2161,MIN,18,NE,28,301031017
2162,TB,38,ARI,35,301031022
2163,PIT,10,NO,20,301031018
2164,HOU,17,IND,30,301101011
2165,TB,21,ATL,27,301107001
2166,CHI,22,BUF,19,301107002
2167,NE,14,CLE,34,301107005
2168,NYJ,23,DET,20,301107008
2169,ARI,24,MIN,27,301107016
2170,NO,34,CAR,3,301107029
2171,MIA,10,BAL,26,301107033
2172,SD,29,HOU,23,301107034
2173,NYG,41,SEA,7,301107026
2174,KC,20,OAK,23,301107013
2175,IND,24,PHI,26,301107021
2176,DAL,7,GB,45,301107009
2177,PIT,27,CIN,21,301108004
2178,BAL,21,ATL,26,301111001
2179,DET,12,BUF,14,301114002
2180,MIN,13,CHI,27,301114003
2181,NYJ,26,CLE,20,301114005
2182,CIN,17,IND,23,301114011
2183,TEN,17,MIA,29,301114015
2184,CAR,16,TB,31,301114027
2185,HOU,24,JAX,31,301114030
2186,KC,29,DEN,49,301114007
2187,DAL,33,NYG,20,301114019
2188,SEA,36,ARI,18,301114022
2189,STL,20,SF,23,301114025
2190,NE,39,PIT,26,301114023
2191,PHI,59,WSH,28,301115028
2192,CHI,16,MIA,0,301118015
2193,BUF,49,CIN,31,301121004
2194,DET,19,DAL,35,301121006
2195,WSH,19,TEN,16,301121010
2196,ARI,13,KC,31,301121012
2197,GB,31,MIN,3,301121016
2198,HOU,27,NYJ,30,301121020
2199,OAK,3,PIT,35,301121023
2200,BAL,37,CAR,13,301121029
2201,CLE,20,JAX,24,301121030
2202,ATL,34,STL,17,301121014
2203,SEA,19,NO,34,301121018
2204,TB,21,SF,0,301121025
2205,IND,28,NE,31,301121017
2206,NYG,17,PHI,27,301121021
2207,DEN,14,SD,35,301122024
2208,NE,45,DET,24,301125008
2209,NO,30,DAL,27,301125006
2210,CIN,10,NYJ,26,301125020
2211,GB,17,ATL,20,301128001
2212,PIT,19,BUF,16,301128002
2213,CAR,23,CLE,24,301128005
2214,JAX,20,NYG,24,301128019
2215,MIN,17,WSH,13,301128028
2216,TEN,0,HOU,20,301128034
2217,MIA,33,OAK,17,301128013
2218,KC,42,SEA,24,301128026
2219,PHI,26,CHI,31,301128003
2220,STL,36,DEN,33,301128007
2221,TB,10,BAL,17,301128033
2222,SD,36,IND,14,301128011
2223,SF,27,ARI,6,301129022
2224,HOU,24,PHI,34,301202021
2225,NO,34,CIN,30,301205004
2226,CHI,24,DET,20,301205008
2227,SF,16,GB,34,301205009
2228,JAX,17,TEN,6,301205010
2229,DEN,6,KC,10,301205012
2230,CLE,13,MIA,10,301205015
2231,BUF,14,MIN,38,301205016
2232,WSH,7,NYG,31,301205019
2233,OAK,28,SD,13,301205024
2234,DAL,38,IND,35,301205011
2235,STL,19,ARI,6,301205022
2236,CAR,14,SEA,31,301205026
2237,ATL,28,TB,24,301205027
2238,PIT,13,BAL,10,301205033
2239,NYJ,3,NE,45,301206017
2240,IND,30,TEN,28,301209010
2241,CLE,6,BUF,13,301212002
2242,GB,3,DET,7,301212008
2243,CIN,7,PIT,23,301212023
2244,TB,17,WSH,16,301212028
2245,ATL,31,CAR,10,301212029
2246,OAK,31,JAX,38,301212030
2247,STL,13,NO,31,301212018
2248,SEA,21,SF,40,301212025
2249,NE,36,CHI,7,301212003
2250,MIA,10,NYJ,6,301212020
2251,DEN,13,ARI,43,301212022
2252,KC,0,SD,31,301212024
2253,PHI,30,DAL,27,301212006
2254,NYG,21,MIN,3,301213016
2255,BAL,34,HOU,28,301213034
2256,SF,7,SD,34,301216024
2257,CLE,17,CIN,19,301219004
2258,WSH,30,DAL,33,301219006
2259,HOU,17,TEN,31,301219010
2260,JAX,24,IND,34,301219011
2261,KC,27,STL,13,301219014
2262,BUF,17,MIA,14,301219015
2263,PHI,38,NYG,31,301219019
2264,DET,23,TB,20,301219027
2265,ARI,12,CAR,19,301219029
2266,NO,24,BAL,30,301219033
2267,ATL,34,SEA,18,301219026
2268,DEN,23,OAK,39,301219013
2269,NYJ,22,PIT,17,301219023
2270,GB,27,NE,31,301219017
2271,CHI,40,MIN,14,301220016
2272,CAR,3,PIT,27,301223023
2273,DAL,26,ARI,27,301225022
2274,NE,34,BUF,3,301226002
2275,NYJ,34,CHI,38,301226003
2276,BAL,20,CLE,10,301226005
2277,TEN,14,KC,34,301226012
2278,SF,17,STL,25,301226014
2279,DET,34,MIA,27,301226015
2280,WSH,20,JAX,17,301226030
2281,SD,20,CIN,34,301226004
2282,HOU,23,DEN,24,301226007
2283,IND,31,OAK,26,301226013
2284,NYG,17,GB,45,301226009
2285,SEA,15,TB,38,301226027
2286,NO,17,ATL,14,301227001
2287,CAR,10,ATL,31,310102001
2288,PIT,41,CLE,9,310102005
2289,MIN,13,DET,20,310102008
2290,OAK,31,KC,10,310102012
2291,MIA,7,NE,38,310102017
2292,TB,23,NO,13,310102018
2293,BUF,7,NYJ,38,310102020
2294,CIN,7,BAL,13,310102033
2295,SD,33,DEN,28,310102007
2296,CHI,3,GB,10,310102009
2297,TEN,20,IND,23,310102011
2298,DAL,14,PHI,13,310102021
2299,ARI,7,SF,38,310102025
2300,NYG,17,WSH,14,310102028
2301,JAX,17,HOU,34,310102034
2302,STL,6,SEA,16,310102026
2303,NO,34,GB,42,310908009
2304,ATL,12,CHI,30,310911003
2305,CIN,27,CLE,17,310911005
2306,BUF,41,KC,7,310911012
2307,PHI,31,STL,13,310911014
2308,DET,27,TB,20,310911027
2309,TEN,14,JAX,16,310911030
2310,PIT,7,BAL,35,310911033
2311,IND,7,HOU,34,310911034
2312,CAR,21,ARI,28,310911022
2313,MIN,17,SD,24,310911024
2314,SEA,17,SF,33,310911025
2315,NYG,14,WSH,28,310911028
2316,DAL,24,NYJ,27,310911020
2317,NE,38,MIA,24,310912015
2318,OAK,23,DEN,20,310912007
2319,OAK,35,BUF,38,310918002
2320,KC,3,DET,48,310918008
2321,BAL,13,TEN,26,310918010
2322,CLE,27,IND,19,310918011
2323,TB,24,MIN,20,310918016
2324,CHI,13,NO,30,310918018
