,away_team,away_score,home_team,home_score,id
798,NYG,27,NO,10,250919018
799,WSH,14,DAL,13,250919006
800,ATL,24,BUF,16,250925002
801,CIN,24,CHI,7,250925003
802,TB,17,GB,16,250925009
803,CLE,6,IND,13,250925011
804,TEN,27,STL,31,250925014
805,CAR,24,MIA,27,250925015
806,NO,16,MIN,33,250925016
807,JAX,26,NYJ,20,250925020
808,OAK,20,PHI,23,250925021
809,DAL,34,SF,31,250925025
810,ARI,12,SEA,37,250925026
811,NE,23,PIT,20,250925023
812,NYG,23,SD,45,250925024
813,KC,10,DEN,30,250926007
814,HOU,10,CIN,16,251002004
815,IND,31,TEN,10,251002010
816,SD,41,NE,17,251002017
817,BUF,7,NO,19,251002018
818,STL,24,NYG,44,251002019
819,DET,13,TB,17,251002027
820,SEA,17,WSH,20,251002028
821,DEN,20,JAX,7,251002030
822,NYJ,3,BAL,13,251002033
823,MIN,10,ATL,30,251002001
824,PHI,37,KC,31,251002012
825,DAL,13,OAK,19,251002013
826,SF,14,ARI,31,251002022
827,GB,29,CAR,32,251003029
828,NE,31,ATL,28,251009001
829,MIA,14,BUF,20,251009002
830,CHI,10,CLE,20,251009005
831,BAL,17,DET,35,251009008
832,NO,3,GB,52,251009009
833,SEA,37,STL,31,251009014
834,TB,12,NYJ,14,251009020
835,TEN,34,HOU,20,251009034
836,IND,28,SF,3,251009025
837,PHI,10,DAL,33,251009006
838,WSH,19,DEN,21,251009007
839,CAR,24,ARI,20,251009022
840,CIN,20,JAX,23,251009030
841,PIT,24,SD,22,251010024
842,MIN,3,CHI,28,251016003
843,NYG,13,DAL,16,251016006
844,CAR,21,DET,20,251016008
845,CIN,31,TEN,23,251016010
846,WSH,21,KC,28,251016012
847,ATL,34,NO,31,251016018
848,JAX,23,PIT,17,251016023
849,MIA,13,TB,27,251016027
850,CLE,3,BAL,16,251016033
851,NYJ,17,BUF,27,251016002
852,NE,20,DEN,28,251016007
853,SD,27,OAK,14,251016013
854,HOU,10,SEA,42,251016026
855,STL,28,IND,45,251017011
856,KC,30,MIA,20,251021015
857,PIT,27,CIN,13,251023004
858,DET,13,CLE,10,251023005
859,NO,17,STL,28,251023014
860,GB,20,MIN,23,251023016
861,SD,17,PHI,20,251023021
862,SF,17,WSH,52,251023028
863,IND,38,HOU,20,251023034
864,DAL,10,SEA,13,251023026
865,BAL,6,CHI,10,251023003
866,BUF,17,OAK,38,251023013
867,DEN,23,NYG,24,251023019
868,TEN,10,ARI,20,251023022
869,NYJ,14,ATL,27,251024001
870,GB,14,CIN,21,251030004
871,ARI,13,DAL,34,251030006
872,CHI,19,DET,13,251030008
873,OAK,34,TEN,25,251030010
874,JAX,21,STL,24,251030014
875,WSH,0,NYG,36,251030019
876,MIN,13,CAR,38,251030029
877,CLE,16,HOU,19,251030034
878,MIA,21,NO,6,251030018
879,KC,20,SD,28,251030024
880,PHI,21,DEN,49,251030007
881,TB,10,SF,15,251030025
882,BUF,16,NE,21,251030017
883,BAL,19,PIT,20,251031023
884,TEN,14,CLE,20,251106005
885,OAK,23,KC,27,251106012
886,ATL,17,MIA,10,251106015
887,DET,14,MIN,27,251106016
888,SD,31,NYJ,26,251106020
889,CAR,34,TB,14,251106027
890,HOU,14,JAX,21,251106030
891,CIN,21,BAL,9,251106033
892,CHI,20,NO,17,251106018
893,SEA,33,ARI,19,251106022
894,NYG,24,SF,6,251106025
895,PIT,20,GB,10,251106009
896,PHI,10,WSH,17,251106028
897,IND,40,NE,21,251107017
898,KC,3,BUF,14,251113002
899,SF,9,CHI,17,251113003
900,ARI,21,DET,29,251113008
901,HOU,17,IND,31,251113011
902,NE,23,MIA,16,251113015
903,MIN,24,NYG,21,251113019
904,BAL,3,JAX,30,251113030
905,DEN,31,OAK,17,251113013
906,NYJ,3,CAR,30,251113029
907,GB,33,ATL,25,251113001
908,STL,16,SEA,31,251113026
909,WSH,35,TB,36,251113027
910,CLE,21,PIT,34,251113023
911,DAL,21,PHI,20,251114021
912,TB,30,ATL,27,251120001
913,CAR,3,CHI,13,251120003
914,MIA,0,CLE,22,251120005
915,DET,7,DAL,20,251120006
916,JAX,31,TEN,28,251120010
917,ARI,38,STL,28,251120014
918,NO,17,NE,24,251120017
919,PHI,17,NYG,27,251120019
920,OAK,16,WSH,13,251120028
921,PIT,13,BAL,16,251120033
922,SEA,27,SF,25,251120025
923,IND,45,CIN,37,251120004
924,NYJ,0,DEN,27,251120007
925,BUF,10,SD,48,251120024
926,KC,45,HOU,17,251120034
927,MIN,20,GB,17,251121009
928,ATL,27,DET,7,251124008
929,DEN,24,DAL,21,251124006
930,CAR,13,BUF,9,251127002
931,BAL,29,CIN,42,251127004
932,SF,22,TEN,33,251127010
933,NE,16,KC,26,251127012
934,CLE,12,MIN,24,251127016
935,CHI,13,TB,10,251127027
936,SD,23,WSH,17,251127028
937,STL,33,HOU,27,251127034
938,MIA,33,OAK,21,251127013
939,JAX,24,ARI,17,251127022
940,GB,14,PHI,19,251127021
941,NYG,21,SEA,24,251127026
942,NO,21,NYJ,19,251127020
943,PIT,7,IND,26,251128011
944,GB,7,CHI,19,251204003
945,JAX,20,CLE,14,251204005
946,MIN,21,DET,16,251204008
947,TEN,3,IND,35,251204011
948,BUF,23,MIA,24,251204015
949,TB,10,NO,3,251204018
950,DAL,10,NYG,17,251204019
951,CIN,38,PIT,31,251204023
952,ATL,6,CAR,24,251204029
953,HOU,15,BAL,16,251204033
954,WSH,24,STL,9,251204014
955,ARI,17,SF,10,251204025
956,DEN,27,KC,31,251204012
957,NYJ,3,NE,16,251204017
958,OAK,10,SD,34,251204024
959,SEA,42,PHI,0,251205021
960,NE,35,BUF,7,251211002
961,CLE,20,CIN,23,251211004
962,HOU,10,TEN,13,251211010
963,STL,13,MIN,27,251211016
964,OAK,10,NYJ,26,251211020
965,CHI,9,PIT,21,251211023
966,TB,20,CAR,10,251211029
967,IND,26,JAX,18,251211030
968,NYG,26,PHI,23,251211021
969,WSH,17,ARI,13,251211022
970,SF,3,SEA,41,251211026
971,KC,28,DAL,31,251211006
972,BAL,10,DEN,12,251211007
973,MIA,23,SD,21,251211024
974,DET,13,GB,16,251211009
975,NO,17,ATL,36,251212001
976,TB,0,NE,28,251217017
977,KC,17,NYG,27,251217019
978,DEN,28,BUF,17,251217002
979,SEA,28,TEN,24,251218010
980,SD,26,IND,17,251218011
981,PHI,17,STL,16,251218014
982,NYJ,20,MIA,24,251218015
983,PIT,18,MIN,3,251218016
984,CAR,27,NO,10,251218018
985,SF,9,JAX,10,251218030
986,ARI,19,HOU,30,251218034
987,CIN,41,DET,17,251218008
988,CLE,9,OAK,7,251218013
989,DAL,7,WSH,35,251218028
990,ATL,3,CHI,16,251218003
991,GB,3,BAL,48,251219033
992,BUF,37,CIN,27,251224004
993,PIT,41,CLE,0,251224005
994,SD,7,KC,20,251224012
995,SF,24,STL,20,251224014
996,TEN,10,MIA,24,251224015
997,DET,13,NO,12,251224018
998,ATL,24,TB,27,251224027
999,NYG,20,WSH,35,251224028
1000,DAL,24,CAR,20,251224029
1001,JAX,38,HOU,20,251224034
1002,PHI,21,ARI,27,251224022
1003,OAK,3,DEN,22,251224007
1004,IND,13,SEA,28,251224026
1005,CHI,24,GB,17,251225009
1006,MIN,23,BAL,30,251225033
1007,NE,31,NYJ,21,251226020
1008,DEN,23,SD,7,251231024
1009,NYG,30,OAK,21,251231013
1010,CAR,44,ATL,11,260101001
1011,BAL,16,CLE,20,260101005
1012,SEA,17,GB,23,260101009
1013,ARI,13,IND,17,260101011
1014,CIN,3,KC,37,260101012
1015,MIA,28,NE,26,260101017
1016,BUF,26,NYJ,30,260101020
1017,DET,21,PIT,35,260101023
1018,NO,13,TB,27,260101027
1019,HOU,17,SF,20,260101025
1020,TEN,13,JAX,40,260101030
1021,CHI,10,MIN,34,260101016
1022,WSH,31,PHI,20,260101021
1023,STL,20,DAL,10,260101006
1024,MIA,17,PIT,28,260907023
1025,NO,19,CLE,14,260910005
1026,SEA,9,DET,6,260910008
1027,NYJ,23,TEN,16,260910010
1028,CIN,23,KC,10,260910012
1029,DEN,10,STL,18,260910014
1030,BUF,17,NE,19,260910017
1031,BAL,27,TB,0,260910027
1032,ATL,20,CAR,6,260910029
1033,PHI,24,HOU,10,260910034
1034,CHI,26,GB,0,260910009
1035,SF,27,ARI,34,260910022
1036,DAL,17,JAX,24,260910030
1037,IND,26,NYG,21,260910019
1038,MIN,19,WSH,16,260911028
1039,SD,27,OAK,0,260911013
1040,TB,3,ATL,14,260917001
1041,DET,7,CHI,34,260917003
1042,CLE,17,CIN,34,260917004
1043,NO,34,GB,27,260917009
1044,HOU,24,IND,43,260917011
1045,BUF,16,MIA,6,260917015
1046,CAR,13,MIN,16,260917016
1047,NYG,30,PHI,24,260917021
1048,OAK,6,BAL,28,260917033
1049,STL,13,SF,20,260917025
1050,ARI,10,SEA,21,260917026
1051,KC,6,DEN,9,260917007
1052,NE,24,NYJ,17,260917020
1053,TEN,7,SD,40,260917024
1054,WSH,10,DAL,27,260917006
1055,PIT,0,JAX,9,260918030
1056,NYJ,28,BUF,20,260924002
1057,GB,31,DET,24,260924008
1058,JAX,14,IND,21,260924011
1059,TEN,10,MIA,13,260924015
1060,CHI,19,MIN,16,260924016
1061,CIN,28,PIT,20,260924023
1062,CAR,26,TB,24,260924027
1063,WSH,31,HOU,15,260924034
1064,BAL,15,CLE,14,260924005
1065,STL,16,ARI,14,260924022
1066,PHI,38,SF,24,260924025
1067,NYG,30,SEA,42,260924026
1068,DEN,17,NE,7,260924017
1069,ATL,3,NO,23,260925018
1070,ARI,10,ATL,32,261001001
1071,MIN,12,BUF,17,261001002
1072,DAL,45,TEN,14,261001010
1073,SF,0,KC,41,261001012
1074,IND,31,NYJ,28,261001020
1075,NO,18,CAR,21,261001029
1076,SD,13,BAL,16,261001033
1077,MIA,15,HOU,17,261001034
1078,DET,34,STL,41,261001014
1079,NE,38,CIN,13,261001004
1080,CLE,24,OAK,21,261001013
1081,JAX,30,WSH,36,261001028
1082,SEA,6,CHI,37,261001003
1083,GB,9,PHI,31,261002021
1084,BUF,7,CHI,40,261008003
1085,STL,23,GB,20,261008009
1086,TEN,13,IND,14,261008011
1087,DET,17,MIN,26,261008016
1088,MIA,10,NE,20,261008017
1089,TB,21,NO,24,261008018
1090,WSH,3,NYG,19,261008019
1091,CLE,12,CAR,20,261008029
1092,KC,23,ARI,20,261008022
1093,OAK,20,SF,34,261008025
1094,NYJ,0,JAX,41,261008030
1095,DAL,24,PHI,38,261008021
1096,PIT,13,SD,23,261008024
1097,BAL,3,DEN,13,261009007
1098,NYG,27,ATL,14,261015001
1099,HOU,6,DAL,34,261015006
1100,BUF,17,DET,20,261015008
1101,SEA,30,STL,28,261015014
1102,PHI,24,NO,27,261015018
1103,CIN,13,TB,14,261015027
1104,TEN,25,WSH,22,261015028
1105,CAR,23,BAL,21,261015033
1106,MIA,17,NYJ,20,261015020
1107,KC,7,PIT,45,261015023
1108,SD,48,SF,19,261015025
1109,OAK,3,DEN,13,261015007
1110,CHI,24,ARI,23,261016022
1111,PIT,38,ATL,41,261022001
1112,NE,28,BUF,6,261022002
1113,CAR,14,CIN,17,261022004
1114,SD,27,KC,30,261022012
1115,GB,34,MIA,24,261022015
1116,DET,24,NYJ,31,261022020
1117,PHI,21,TB,23,261022027
1118,JAX,7,HOU,27,261022034
1119,DEN,17,CLE,7,261022005
1120,WSH,22,IND,36,261022011
1121,ARI,9,OAK,22,261022013
1122,MIN,31,SEA,13,261022026
1123,NYG,36,DAL,22,261023006
1124,SF,10,CHI,41,261029003
1125,ATL,29,CIN,27,261029004
1126,ARI,14,GB,31,261029009
1127,HOU,22,TEN,28,261029010
1128,SEA,28,KC,35,261029012
1129,BAL,35,NO,22,261029018
1130,TB,3,NYG,17,261029019
1131,JAX,13,PHI,6,261029021
1132,STL,24,SD,38,261029024
1133,NYJ,13,CLE,20,261029005
1134,IND,34,DEN,31,261029007
1135,PIT,13,OAK,20,261029013
1136,DAL,35,CAR,14,261029029
1137,NE,31,MIN,7,261030016
1138,GB,10,BUF,24,261105002
1139,MIA,31,CHI,13,261105003
1140,ATL,14,DET,30,261105008
1141,KC,31,STL,17,261105014
1142,HOU,10,NYG,14,261105019
1143,NO,31,TB,14,261105027
1144,DAL,19,WSH,22,261105028
1145,TEN,7,JAX,37,261105030
1146,CIN,20,BAL,26,261105033
1147,MIN,3,SF,9,261105025
1148,DEN,31,PIT,20,261105023
1149,CLE,25,SD,32,261105024
1150,IND,27,NE,20,261105017
1151,OAK,0,SEA,16,261106026
1152,CLE,17,ATL,13,261112001
1153,SD,49,CIN,41,261112004
1154,SF,19,DET,13,261112008
1155,BAL,27,TEN,26,261112010
1156,BUF,16,IND,17,261112011
1157,KC,10,MIA,13,261112015
1158,GB,23,MIN,17,261112016
1159,NYJ,17,NE,14,261112017
1160,WSH,3,PHI,27,261112021
1161,HOU,13,JAX,10,261112030
1162,DEN,17,OAK,13,261112013
1163,DAL,27,ARI,10,261112022
1164,NO,31,PIT,38,261112023
1165,STL,22,SEA,24,261112026
1166,CHI,38,NYG,20,261112019
1167,TB,10,CAR,24,261113029
1168,PIT,24,CLE,20,261119005
1169,NE,35,GB,0,261119009
1170,OAK,13,KC,17,261119012
1171,MIN,20,MIA,24,261119015
1172,CIN,31,NO,16,261119018
1173,CHI,10,NYJ,0,261119020
1174,TEN,31,PHI,13,261119021
1175,WSH,17,TB,20,261119027
1176,STL,0,CAR,15,261119029
1177,ATL,10,BAL,24,261119033
1178,BUF,24,HOU,21,261119034
1179,DET,10,ARI,17,261119022
1180,SEA,14,SF,20,261119025
1181,IND,14,DAL,21,261119006
1182,SD,35,DEN,27,261119007
1183,NYG,10,JAX,26,261120030
1184,MIA,27,DET,10,261123008
1185,TB,10,DAL,38,261123006
1186,DEN,10,KC,19,261123012
1187,NO,31,ATL,13,261126001
1188,JAX,24,BUF,27,261126002
1189,CIN,30,CLE,0,261126005
1190,SF,17,STL,20,261126014
1191,ARI,26,MIN,31,261126016
1192,HOU,11,NYJ,26,261126020
1193,CAR,13,WSH,17,261126028
1194,PIT,0,BAL,27,261126033
1195,OAK,14,SD,21,261126024
1196,NYG,21,TEN,24,261126010
1197,CHI,13,NE,17,261126017
1198,PHI,21,IND,45,261126011
1199,GB,24,SEA,34,261127026
1200,BAL,7,CIN,13,261130004
1201,SD,24,BUF,21,261203002
1202,MIN,13,CHI,23,261203003
1203,KC,28,CLE,31,261203005
1204,NYJ,38,GB,10,261203009
1205,IND,17,TEN,20,261203010
1206,ARI,34,STL,20,261203014
1207,DET,21,NE,28,261203017
1208,SF,10,NO,34,261203018
1209,ATL,24,WSH,14,261203028
1210,DAL,23,NYG,20,261203019
1211,HOU,23,OAK,14,261203013
1212,JAX,24,MIA,10,261203015
1213,TB,3,PIT,20,261203023
1214,SEA,23,DEN,20,261203007
1215,CAR,24,PHI,27,261204021
1216,CLE,7,PIT,27,261207023
1217,OAK,10,CIN,27,261210004
1218,MIN,30,DET,20,261210008
1219,BAL,20,KC,10,261210012
1220,NE,0,MIA,21,261210015
1221,ATL,17,TB,6,261210027
1222,PHI,21,WSH,19,261210028
1223,NYG,27,CAR,13,261210029
1224,IND,17,JAX,44,261210030
1225,TEN,26,HOU,20,261210034
1226,SEA,21,ARI,27,261210022
1227,GB,30,SF,19,261210025
1228,BUF,31,NYJ,13,261210020
1229,DEN,20,SD,48,261210024
1230,NO,42,DAL,17,261210006
1231,CHI,42,STL,27,261211014
1232,SF,24,SEA,14,261214026
1233,DAL,38,ATL,28,261216001
1234,MIA,0,BUF,21,261217002
1235,TB,31,CHI,34,261217003
1236,DET,9,GB,17,261217009
1237,JAX,17,TEN,24,261217010
1238,NYJ,26,MIN,13,261217016
1239,HOU,7,NE,40,261217017
1240,WSH,16,NO,10,261217018
1241,PIT,37,CAR,3,261217029
1242,CLE,17,BAL,27,261217033
1243,DEN,37,ARI,20,261217022
1244,STL,20,OAK,0,261217013
1245,PHI,36,NYG,22,261217019
1246,KC,9,SD,20,261217024
1247,CIN,16,IND,34,261218011
1248,MIN,7,GB,9,261221009
1249,KC,20,OAK,9,261223013
1250,CAR,10,ATL,3,261224001
1251,TEN,30,BUF,29,261224002
1252,TB,22,CLE,7,261224005
1253,CHI,26,DET,21,261224008
1254,WSH,31,STL,37,261224014
1255,NO,30,NYG,7,261224019
1256,BAL,31,PIT,7,261224023
1257,NE,24,JAX,21,261224030
1258,IND,24,HOU,27,261224034
1259,ARI,26,SF,20,261224025
1260,CIN,23,DEN,24,261224007
1261,SD,20,SEA,17,261224026
1262,PHI,23,DAL,7,261225006
1263,NYJ,13,MIA,10,261225015
1264,NYG,34,WSH,28,261230028
1265,PIT,23,CIN,17,261231004
1266,DET,39,DAL,31,261231006
1267,NE,40,TEN,23,261231010
1268,JAX,30,KC,35,261231012
1269,STL,41,MIN,21,261231016
1270,CAR,31,NO,21,261231018
1271,OAK,3,NYJ,23,261231020
1272,SEA,23,TB,7,261231027
1273,CLE,6,HOU,14,261231034
1274,SF,26,DEN,23,261231007
1275,MIA,22,IND,27,261231011
1276,ATL,17,PHI,24,261231021
1277,ARI,20,SD,27,261231024
1278,BUF,7,BAL,19,261231033
1279,GB,26,CHI,7,261231003
1280,NO,10,IND,41,270906011
1281,DEN,15,BUF,14,270909002
1282,PIT,34,CLE,7,270909005
1283,PHI,13,GB,16,270909009
1284,CAR,27,STL,13,270909014
1285,ATL,3,MIN,24,270909016
1286,NE,38,NYJ,14,270909020
1287,MIA,13,WSH,16,270909028
1288,TEN,13,JAX,10,270909030
1289,KC,3,HOU,20,270909034
1290,DET,36,OAK,21,270909013
1291,CHI,3,SD,14,270909024
1292,TB,6,SEA,20,270909026
1293,NYG,35,DAL,45,270909006
1294,BAL,20,CIN,27,270910004
1295,ARI,17,SF,20,270910025
1296,CIN,45,CLE,51,270916005
1297,IND,22,TEN,20,270916010
1298,SF,17,STL,16,270916014
1299,GB,35,NYG,13,270916019
1300,BUF,3,PIT,26,270916023
1301,NO,14,TB,31,270916027
1302,HOU,34,CAR,21,270916029
1303,ATL,7,JAX,13,270916030
1304,MIN,17,DET,20,270916008
1305,DAL,37,MIA,20,270916015
1306,SEA,20,ARI,23,270916022
1307,KC,10,CHI,20,270916003
1308,OAK,20,DEN,23,270916007
1309,NYJ,13,BAL,20,270916033
1310,SD,14,NE,38,270916017
1311,WSH,20,PHI,12,270917021
1312,SD,24,GB,31,270923009
1313,MIN,10,KC,13,270923012
1314,BUF,7,NE,38,270923017
1315,MIA,28,NYJ,31,270923020
1316,DET,21,PHI,56,270923021
1317,SF,16,PIT,37,270923023
1318,STL,3,TB,24,270923027
1319,ARI,23,BAL,26,270923033
1320,IND,30,HOU,24,270923034
1321,JAX,23,DEN,14,270923007
1322,CLE,24,OAK,26,270923013
1323,CIN,21,SEA,24,270923026
1324,CAR,27,ATL,20,270923001
1325,NYG,24,WSH,17,270923028
1326,DAL,34,CHI,10,270923003
1327,TEN,31,NO,14,270924018
1328,HOU,16,ATL,26,270930001
1329,NYJ,14,BUF,17,270930002
1330,BAL,13,CLE,27,270930005
1331,STL,7,DAL,35,270930006
1332,CHI,27,DET,37,270930008
1333,OAK,35,MIA,17,270930015
1334,GB,23,MIN,16,270930016
1335,SEA,23,SF,3,270930025
1336,TB,20,CAR,7,270930029
1337,DEN,20,IND,38,270930011
1338,PIT,14,ARI,21,270930022
1339,KC,30,SD,16,270930024
1340,PHI,3,NYG,16,270930019
1341,NE,34,CIN,13,271001004
1342,ATL,13,TEN,20,271007010
1343,JAX,17,KC,7,271007012
1344,ARI,34,STL,31,271007014
1345,CLE,17,NE,34,271007017
1346,CAR,16,NO,13,271007018
1347,NYJ,24,NYG,35,271007019
1348,SEA,0,PIT,21,271007023
1349,DET,3,WSH,34,271007028
1350,MIA,19,HOU,22,271007034
1351,TB,14,IND,33,271007011
1352,SD,41,DEN,3,271007007
1353,BAL,9,SF,7,271007025
1354,CHI,27,GB,20,271007009
1355,DAL,25,BUF,24,271008002
1356,MIN,34,CHI,31,271014003
1357,MIA,31,CLE,41,271014005
1358,WSH,14,GB,17,271014009
1359,CIN,20,KC,27,271014012
1360,PHI,16,NYJ,9,271014020
1361,TEN,10,TB,13,271014027
1362,HOU,17,JAX,37,271014030
1363,STL,3,BAL,22,271014033
1364,CAR,25,ARI,10,271014022
1365,NE,48,DAL,27,271014006
1366,OAK,14,SD,28,271014024
1367,NO,28,SEA,17,271014026
1368,NYG,31,ATL,10,271015001
1369,BAL,14,BUF,19,271021002
1370,TB,16,DET,23,271021008
1371,NE,49,MIA,28,271021015
1372,ATL,16,NO,22,271021018
1373,SF,15,NYG,33,271021019
1374,ARI,19,WSH,21,271021028
1375,TEN,38,HOU,36,271021034
1376,NYJ,31,CIN,38,271021004
1377,KC,12,OAK,10,271021013
1378,MIN,14,DAL,24,271021006
1379,CHI,19,PHI,16,271021021
1380,STL,6,SEA,33,271021026
1381,PIT,28,DEN,31,271021007
1382,IND,29,JAX,7,271022030
1383,DET,16,CHI,7,271028003
1384,PIT,24,CIN,13,271028004
1385,OAK,9,TEN,13,271028010
1386,CLE,27,STL,20,271028014
1387,NYG,13,MIA,10,271028015
1388,PHI,23,MIN,16,271028016
1389,IND,31,CAR,7,271028029
1390,BUF,13,NYJ,3,271028020
1391,HOU,10,SD,35,271028024
1392,JAX,24,TB,23,271028027
1393,WSH,7,NE,52,271028017
1394,NO,31,SF,10,271028025
1395,GB,19,DEN,13,271029007
1396,SF,16,ATL,20,271104001
1397,CIN,21,BUF,33,271104002
1398,DEN,7,DET,44,271104008
1399,CAR,7,TEN,20,271104010
1400,GB,33,KC,22,271104012
1401,SD,17,MIN,35,271104016
1402,JAX,24,NO,41,271104018
1403,WSH,23,NYJ,20,271104020
1404,ARI,10,TB,17,271104027
1405,SEA,30,CLE,33,271104005
1406,NE,24,IND,20,271104011
1407,HOU,24,OAK,17,271104013
1408,DAL,38,PHI,17,271104021
1409,BAL,7,PIT,38,271105023
1410,MIN,0,GB,34,271111009
1411,JAX,28,TEN,13,271111010
1412,DEN,27,KC,11,271111012
1413,BUF,13,MIA,10,271111015
1414,STL,37,NO,29,271111018
1415,CLE,28,PIT,31,271111023
1416,PHI,33,WSH,25,271111028
1417,ATL,20,CAR,13,271111029
1418,CIN,21,BAL,7,271111033
1419,CHI,17,OAK,6,271111013
1420,DAL,31,NYG,20,271111019
1421,DET,21,ARI,31,271111022
1422,IND,21,SD,23,271111024
1423,SF,0,SEA,24,271112026
1424,TB,31,ATL,7,271118001
1425,ARI,35,CIN,27,271118004
1426,NYG,16,DET,10,271118008
1427,CAR,17,GB,31,271118009
1428,KC,10,IND,13,271118011
1429,OAK,22,MIN,29,271118016
1430,MIA,7,PHI,17,271118021
1431,SD,17,JAX,24,271118030
1432,CLE,33,BAL,30,271118033
1433,NO,10,HOU,23,271118034
1434,PIT,16,NYJ,19,271118020
1435,WSH,23,DAL,28,271118006
1436,STL,13,SF,9,271118025
1437,CHI,23,SEA,30,271118026
1438,NE,56,BUF,10,271118002
1439,TEN,20,DEN,34,271119007
1440,GB,37,DET,26,271122008
1441,NYJ,3,DAL,34,271122006
1442,IND,31,ATL,13,271122001
1443,TEN,6,CIN,35,271125004
1444,HOU,17,CLE,27,271125005
1445,OAK,20,KC,17,271125012
1446,SEA,24,STL,19,271125014
1447,MIN,41,NYG,17,271125019
1448,WSH,13,TB,19,271125027
1449,NO,31,CAR,6,271125029
1450,BUF,14,JAX,36,271125030
1451,SF,37,ARI,31,271125022
1452,DEN,34,CHI,37,271125003
1453,BAL,14,SD,32,271125024
1454,PHI,28,NE,31,271125017
1455,MIA,0,PIT,3,271126023
1456,GB,27,DAL,37,271129006
1457,HOU,20,TEN,28,271202010
1458,JAX,25,IND,28,271202011
1459,SD,24,KC,10,271202012
1460,ATL,16,STL,28,271202014
1461,NYJ,40,MIA,13,271202015
1462,DET,10,MIN,42,271202016
1463,SEA,28,PHI,24,271202021
1464,BUF,17,WSH,16,271202028
1465,SF,14,CAR,31,271202029
1466,DEN,20,OAK,34,271202013
1467,CLE,21,ARI,27,271202022
1468,NYG,21,CHI,16,271202003
1469,TB,27,NO,23,271202018
1470,CIN,10,PIT,24,271202023
1471,NE,27,BAL,24,271203033
1472,CHI,16,WSH,24,271206028
1473,MIA,17,BUF,38,271209002
1474,STL,10,CIN,19,271209004
1475,DAL,28,DET,27,271209008
1476,OAK,7,GB,38,271209009
1477,SD,23,TEN,17,271209010
1478,NYG,16,PHI,13,271209021
1479,CAR,6,JAX,37,271209030
1480,TB,14,HOU,28,271209034
1481,MIN,27,SF,7,271209025
1482,ARI,21,SEA,42,271209026
1483,KC,7,DEN,41,271209007
1484,PIT,13,NE,34,271209017
1485,CLE,24,NYJ,18,271209020
1486,IND,44,BAL,20,271209033
1487,NO,34,ATL,14,271210001
1488,DEN,13,HOU,31,271213034
1489,CIN,13,SF,20,271215025
1490,BUF,0,CLE,8,271216005
1491,TEN,26,KC,17,271216012
1492,GB,33,STL,14,271216014
1493,BAL,16,MIA,22,271216015
1494,NYJ,10,NE,20,271216017
1495,ARI,24,NO,31,271216018
1496,JAX,29,PIT,22,271216023
1497,ATL,3,TB,37,271216027
1498,SEA,10,CAR,13,271216029
1499,IND,21,OAK,14,271216013
1500,PHI,10,DAL,6,271216006
1501,DET,14,SD,51,271216024
1502,WSH,22,NYG,10,271216019
1503,CHI,13,MIN,20,271217016
1504,PIT,41,STL,24,271220014
1505,DAL,20,CAR,13,271222029
1506,NYG,38,BUF,21,271223002
1507,GB,7,CHI,35,271223003
1508,CLE,14,CIN,19,271223004
1509,KC,20,DET,25,271223008
1510,HOU,15,IND,38,271223011
1511,PHI,38,NO,23,271223018
1512,OAK,11,JAX,49,271223030
1513,ATL,27,ARI,30,271223022
1514,TB,19,SF,21,271223025
1515,NYJ,6,TEN,10,271223010
1516,MIA,7,NE,28,271223017
1517,BAL,6,SEA,27,271223026
1518,WSH,32,MIN,21,271223016
1519,DEN,3,SD,23,271224024
1520,NE,38,NYG,35,271229019
1521,SEA,41,ATL,44,271230001
1522,NO,25,CHI,33,271230003
1523,SF,7,CLE,20,271230005
1524,DET,13,GB,34,271230009
1525,CIN,38,MIA,25,271230015
1526,BUF,9,PHI,17,271230021
1527,CAR,31,TB,23,271230027
1528,JAX,28,HOU,42,271230034
1529,MIN,19,DEN,22,271230007
1530,SD,30,OAK,17,271230013
1531,KC,10,NYJ,13,271230020
1532,STL,19,ARI,48,271230022
1533,DAL,6,WSH,27,271230028
1534,PIT,21,BAL,27,271230033
1535,TEN,16,IND,10,271230011
1536,WSH,7,NYG,16,280904019
1537,DET,21,ATL,34,280907001
1538,SEA,10,BUF,34,280907002
1539,JAX,10,TEN,17,280907010
1540,NYJ,20,MIA,14,280907015
1541,KC,10,NE,17,280907017
1542,TB,20,NO,24,280907018
1543,STL,3,PHI,38,280907021
1544,HOU,17,PIT,38,280907023
1545,CIN,10,BAL,17,280907033
1546,DAL,28,CLE,10,280907005
1547,CAR,26,SD,24,280907024
1548,ARI,23,SF,13,280907025
1549,CHI,29,IND,13,280907011
1550,MIN,19,GB,24,280908009
1551,DEN,41,OAK,14,280908013
1552,TEN,24,CIN,7,280914004
1553,GB,48,DET,25,280914008
1554,OAK,23,KC,8,280914012
1555,NYG,41,STL,13,280914014
1556,IND,18,MIN,15,280914016
1557,NO,24,WSH,29,280914028
1558,CHI,17,CAR,20,280914029
1559,BUF,20,JAX,16,280914030
1560,SF,33,SEA,30,280914026
1561,ATL,9,TB,24,280914027
1562,SD,38,DEN,39,280914007
1563,NE,19,NYJ,10,280914020
1564,MIA,10,ARI,31,280914022
1565,PIT,10,CLE,6,280914005
1566,PHI,37,DAL,41,280915006
