,first_downs_away,first_downs_passing_away,first_down_rushing_away,first_down_by_penalty_away,third_down_away,fourth_down_away,total_plays_away,total_yards_away,total_drives_away,yards_per_play_away,passing_away,comp_att_away,yards_per_pass_away,int_thrown_away,sack_yards_lost_away,rushing_away,rushing_att_away,yards_per_rush_away,red_zone_att_away,penalty_away,turnovers_away,Fumbles lost,int_thrown_away,defensive_td_away,possession_away,first_downs_home,first_downs_passing_home,first_down_rushing_home,first_down_by_penalty_home,third_down_home,fourth_down_home,total_plays_home,total_yards_home,total_drives_home,yards_per_play_home,passing_home,comp_att_home,yards_per_pass_home,int_thrown_home,sack_yards_lost_home,rushing_home,rushing_att_home,yards_per_rush_home,red_zone_att_home,penalty_home,turnovers_home,Fumbles lost,int_thrown_home,defensive_td_home,possession_home,id
0,15,6,7,2,4-14,1-1,62,241,12,3.9,136,15-25,4.5,0,5-45,105,32,3.3,3-3,8-69,0,0,0,0,32:40,17,11,4,2,1-11,1-2,58,385,12,6.6,342,25-38,8.3,1,3-17,43,17,2.5,0-1,9-71,1,0,1,0,27:20,401437771
0,15,6,7,2,5-13,0-0,56,248,10,4.4,132,16-24,5.3,0,1-8,116,31,3.7,1-1,4-25,0,0,0,0,31:47,22,15,6,1,6-14,0-3,73,422,10,5.8,286,25-47,6.1,2,0-0,136,26,5.2,0-3,6-48,2,0,2,0,28:13,401437765
0,22,12,9,1,7-12,0-0,61,397,11,6.5,244,18-30,7.6,0,2-9,153,29,5.3,4-4,9-50,1,1,0,1,30:18,15,10,4,1,3-15,3-5,65,308,11,4.7,244,25-42,5.1,1,6-31,64,17,3.8,1-3,5-33,1,0,1,0,29:42,401437772
0,10,4,6,0,5-15,0-0,53,239,12,4.5,76,10-16,4.0,0,3-26,163,34,4.8,0-2,5-42,0,0,0,1,29:30,14,10,2,2,6-17,1-1,64,323,12,5.0,285,29-44,5.8,1,5-35,38,15,2.5,0-2,3-25,3,2,1,0,30:30,401437774
0,24,12,12,0,6-13,1-1,71,357,9,5.0,218,26-36,5.7,0,2-21,139,33,4.2,2-4,3-30,0,0,0,0,34:39,23,16,7,0,8-14,1-1,69,363,9,5.3,239,28-42,5.6,1,1-11,124,26,4.8,1-2,2-15,1,0,1,0,25:21,401437773
0,20,10,7,3,4-10,0-1,59,291,9,4.9,190,24-35,5.0,1,3-27,101,21,4.8,2-3,4-20,1,0,1,0,30:01,22,7,13,2,5-11,0-1,61,325,10,5.3,170,19-32,5.2,1,1-4,155,28,5.5,1-3,6-48,1,0,1,0,29:59,401437775
0,18,6,9,3,5-12,1-2,56,378,9,6.8,223,19-30,7.0,0,2-18,155,24,6.5,1-1,11-99,0,0,0,0,28:53,29,18,7,4,7-12,0-0,69,368,10,5.3,265,29-43,5.8,0,3-27,103,23,4.5,4-4,5-72,0,0,0,0,31:07,401437776
0,14,5,7,2,2-11,0-0,53,214,11,4.0,86,12-22,3.4,0,3-13,128,28,4.6,1-2,7-36,0,0,0,0,27:48,20,9,9,2,5-13,1-4,69,391,10,5.7,154,14-27,4.8,1,5-36,237,37,6.4,0-3,4-42,2,1,1,0,32:12,401437777
0,21,15,4,2,3-8,0-1,57,346,10,6.1,296,29-41,7.2,2,0-0,50,16,3.1,2-3,5-30,3,1,2,0,26:35,18,7,10,1,9-14,0-0,56,289,8,5.2,121,13-14,7.6,0,2-8,168,40,4.2,3-3,5-40,0,0,0,1,33:25,401437778
0,20,14,3,3,7-14,0-0,65,399,14,6.1,301,24-34,8.4,0,2-8,98,29,3.4,3-5,12-92,1,1,0,0,35:05,16,12,2,2,4-15,3-5,67,328,12,4.9,258,21-45,5.3,2,4-8,70,18,3.9,1-2,7-63,4,2,2,0,24:55,401437779
0,14,4,9,1,1-11,0-0,53,278,12,5.2,99,10-18,5.0,0,2-11,179,33,5.4,0-2,7-79,0,0,0,1,28:48,15,9,3,3,4-16,1-4,69,278,13,4.0,218,28-45,4.4,0,4-36,60,20,3.0,0-1,7-42,1,1,0,0,31:12,401437780
0,25,8,13,4,5-10,1-2,59,379,10,6.4,136,20-22,5.2,0,4-29,243,33,7.4,3-3,4-44,1,1,0,0,31:11,29,22,4,3,10-15,0-0,74,434,9,5.9,389,42-58,6.7,0,0-0,45,16,2.8,3-4,7-52,0,0,0,0,28:49,401437781
0,11,7,2,2,2-12,0-0,50,234,15,4.7,156,20-30,4.7,0,3-19,78,17,4.6,2-3,2-20,0,0,0,0,24:31,23,18,5,0,4-14,1-2,73,458,14,6.3,385,30-47,7.3,2,6-33,73,20,3.7,2-2,10-97,3,1,2,0,35:29,401437782
0,21,13,7,1,6-10,0-0,54,348,10,6.4,273,28-37,6.8,0,3-27,75,14,5.4,3-3,3-30,1,1,0,0,27:46,22,12,9,1,8-17,0-1,71,399,10,5.6,171,19-36,4.6,0,1-7,228,34,6.7,1-5,4-34,0,0,0,0,32:14,401437783
0,23,13,10,0,4-10,0-0,58,406,9,7.0,195,17-32,5.7,1,2-15,211,24,8.8,1-3,10-74,2,1,1,0,28:08,18,11,5,2,7-14,0-0,62,238,10,3.8,155,19-27,5.0,0,4-18,83,31,2.7,3-5,3-25,1,1,0,0,31:52,401437784
0,20,11,7,2,4-14,2-2,68,304,10,4.5,229,25-40,5.5,0,2-14,75,26,2.9,1-4,6-42,0,0,0,0,30:01,15,11,3,1,7-15,1-1,61,270,10,4.4,193,20-30,6.0,0,2-18,77,29,2.7,2-3,7-45,0,0,0,0,29:59,401437785
0,8,5,3,0,2-10,0-0,44,203,10,4.6,110,13-21,4.8,1,2-9,93,21,4.4,0-1,3-30,1,0,1,1,22:55,22,16,5,1,6-12,0-0,63,360,11,5.7,249,26-33,7.3,1,1-4,111,29,3.8,3-4,7-49,1,0,1,0,37:05,401437786
0,15,10,5,0,4-16,1-5,71,315,11,4.4,171,23-37,4.0,1,6-51,144,28,5.1,0-2,6-53,2,1,1,1,30:44,19,10,7,2,4-14,0-1,66,296,12,4.5,160,20-31,4.4,0,5-37,136,30,4.5,1-5,6-44,1,1,0,0,29:16,401437787
0,26,18,7,1,4-11,1-3,72,443,10,6.2,318,27-40,7.8,0,1-11,125,31,4.0,2-4,7-35,1,1,0,0,31:28,23,16,4,3,4-11,1-1,61,387,10,6.3,319,25-40,7.4,2,3-19,68,18,3.8,1-2,5-58,2,0,2,0,28:32,401437788
0,21,12,8,1,4-10,0-1,64,315,10,4.9,181,18-38,4.8,3,0-0,134,26,5.2,2-3,10-72,3,0,3,0,25:30,22,9,9,4,6-14,1-1,68,268,11,3.9,132,15-25,4.6,0,4-23,136,39,3.5,3-4,2-10,0,0,0,0,34:30,401437789
0,13,8,3,2,4-14,0-0,55,258,11,4.7,160,15-28,5.0,0,4-28,98,23,4.3,0-1,10-151,1,1,0,0,28:33,24,10,7,7,11-22,1-3,83,297,12,3.6,224,37-57,3.8,1,2-14,73,24,3.0,1-4,9-89,1,0,1,0,38:49,401437790
0,25,17,7,1,6-13,1-1,71,494,12,7.0,409,32-49,8.3,3,0-0,85,22,3.9,3-5,8-49,3,0,3,0,29:02,21,9,9,3,3-10,1-1,60,326,10,5.4,189,20-29,6.1,0,2-15,137,29,4.7,3-4,4-20,0,0,0,2,30:58,401437791
0,13,5,7,1,4-10,0-0,45,214,9,4.8,107,8-13,6.7,0,3-17,107,29,3.7,1-1,3-22,0,0,0,0,26:55,29,22,5,2,7-11,0-1,66,537,9,8.1,459,34-42,10.2,0,3-22,78,21,3.7,2-3,5-17,0,0,0,0,33:05,401437794
0,18,11,6,1,3-9,0-0,56,312,11,5.6,195,21-26,6.3,2,5-33,117,25,4.7,0-1,8-59,5,3,2,0,31:14,21,10,8,3,3-9,0-0,59,330,11,5.6,191,19-25,7.1,0,2-16,139,32,4.3,3-4,7-55,1,1,0,0,28:46,401437795
0,17,12,5,0,4-13,1-1,64,292,10,4.6,227,33-44,4.8,2,3-16,65,17,3.8,1-1,4-28,3,1,2,0,28:27,16,6,8,2,5-12,0-0,57,254,10,4.5,116,13-20,5.3,0,2-16,138,35,3.9,0-2,2-15,1,1,0,1,31:33,401437797
0,16,10,2,4,0-6,0-1,47,232,10,4.9,194,23-35,5.5,0,0-0,38,12,3.2,1-1,9-69,1,1,0,1,22:53,22,11,8,3,7-16,0-0,72,364,11,5.1,198,20-33,5.8,1,1-3,166,38,4.4,1-4,7-54,1,0,1,0,37:07,401437798
0,17,14,3,0,2-12,1-3,66,322,11,4.9,276,32-49,5.5,0,1-14,46,16,2.9,0-1,4-30,0,0,0,0,30:36,14,8,5,1,4-12,0-0,50,343,10,6.9,170,16-22,7.4,0,1-7,173,27,6.4,1-1,3-15,0,0,0,0,29:24,401437793
0,27,11,13,3,6-12,0-1,70,436,8,6.2,200,19-30,6.5,0,1-2,236,39,6.1,1-5,8-67,0,0,0,0,34:10,27,15,7,5,6-13,2-4,65,452,9,7.0,310,22-44,7.0,0,0-0,142,21,6.8,2-5,13-81,1,1,0,0,25:50,401437796
0,18,8,8,2,2-11,1-1,56,336,10,6.0,223,22-27,7.0,0,5-35,113,24,4.7,2-4,6-45,2,2,0,0,25:56,17,5,11,1,7-15,2-2,63,254,10,4.0,94,9-16,4.9,0,3-26,160,44,3.6,2-4,3-53,1,1,0,0,34:04,401437792
0,10,5,4,1,3-14,0-0,53,260,13,4.9,105,16-26,3.6,0,3-16,155,24,6.5,0-1,11-85,0,0,0,0,27:37,21,10,7,4,5-16,1-3,75,324,12,4.3,219,24-46,4.7,1,1-6,105,28,3.8,1-2,4-34,1,0,1,0,32:23,401437799
0,21,12,9,0,9-15,1-2,65,404,9,6.2,296,28-41,7.0,1,1-6,108,23,4.7,1-3,3-14,1,0,1,0,29:17,25,13,11,1,4-9,1-1,55,400,8,7.3,236,21-27,8.4,0,1-5,164,27,6.1,3-3,5-44,0,0,0,1,30:43,401437800
0,24,10,10,4,5-9,0-0,63,404,13,6.4,191,20-27,6.6,1,2-19,213,34,6.3,2-4,7-68,2,1,1,0,33:57,21,17,3,1,5-15,1-3,69,329,12,4.8,276,33-51,5.1,1,3-17,53,15,3.5,3-3,7-70,2,1,1,0,26:03,401437801
0,24,19,4,1,6-9,0-0,58,529,10,9.1,417,25-36,11.3,1,1-6,112,21,5.3,4-5,8-84,2,1,1,0,26:15,25,18,6,1,8-14,0-0,72,444,11,6.2,343,29-46,6.7,2,5-26,101,21,4.8,2-5,10-80,3,1,2,0,33:45,401437802
0,19,14,4,1,4-14,2-2,69,341,12,4.9,246,32-44,5.3,3,2-11,95,23,4.1,1-2,5-40,3,0,3,0,33:16,17,12,5,0,4-14,0-1,62,372,12,6.0,261,21-35,7.5,0,0-0,111,27,4.1,1-3,5-30,0,0,0,0,26:44,401437803
0,24,10,13,1,11-18,0-1,70,390,11,5.6,147,13-21,5.9,1,4-32,243,45,5.4,2-4,4-35,1,0,1,0,37:14,12,9,3,0,5-10,0-1,48,260,11,5.4,190,17-28,6.6,3,1-8,70,19,3.7,1-1,4-30,4,1,3,0,22:46,401437804
0,27,15,11,1,6-13,0-1,74,453,12,6.1,222,27-38,5.4,0,3-16,231,33,7.0,3-6,7-101,0,0,0,0,38:23,20,13,4,3,4-13,1-1,62,349,10,5.6,305,26-44,6.5,0,3-20,44,15,2.9,2-5,4-35,1,1,0,0,21:37,401437805
0,18,11,7,0,2-11,2-3,61,331,12,5.4,230,18-30,7.0,1,3-22,101,28,3.6,3-3,12-80,1,0,1,0,25:56,24,6,12,6,4-11,0-0,65,305,11,4.7,114,18-31,3.5,2,2-19,191,32,6.0,1-3,5-54,2,0,2,0,34:04,401435641
0,23,12,10,1,5-13,1-2,73,478,13,6.5,309,19-36,8.4,1,1-8,169,36,4.7,3-5,9-74,1,0,1,0,31:31,21,14,7,0,6-12,0-0,67,406,13,6.1,239,20-28,8.0,2,2-14,167,37,4.5,1-3,7-64,2,0,2,1,36:34,401437806
0,22,4,15,3,6-15,2-3,71,371,11,5.2,131,18-24,4.7,0,4-25,240,43,5.6,4-6,6-45,1,1,0,0,36:04,24,15,9,0,9-11,0-0,57,442,10,7.8,242,21-27,8.6,1,1-8,200,29,6.9,4-4,6-41,1,0,1,1,23:56,401437807
0,27,18,8,1,8-12,1-1,64,476,8,7.4,369,29-36,9.7,0,2-13,107,26,4.1,3-3,7-55,1,1,0,0,34:22,22,13,7,2,4-9,1-2,57,393,8,6.9,311,27-37,8.2,0,1-10,82,19,4.3,3-4,6-30,0,0,0,0,25:38,401437808
0,25,17,5,3,4-11,0-1,70,375,12,5.4,297,31-44,6.2,2,4-29,78,22,3.5,2-3,10-67,3,1,2,0,30:33,25,11,11,3,6-13,0-1,68,381,13,5.6,208,24-36,5.3,0,3-24,173,29,6.0,5-5,10-86,1,1,0,0,29:27,401437809
0,13,9,2,2,5-14,2-3,56,183,9,3.3,145,23-39,3.4,1,4-28,38,13,2.9,0-1,6-59,1,0,1,0,25:09,22,12,9,1,7-12,0-1,63,367,8,5.8,231,23-31,7.5,0,0-0,136,32,4.3,2-3,5-27,0,0,0,0,34:51,401437810
0,19,9,8,2,6-19,1-2,75,288,13,3.8,161,24-35,3.9,1,6-33,127,34,3.7,1-3,6-54,1,0,1,0,35:34,17,15,1,1,5-14,0-1,58,387,12,6.7,336,20-41,7.8,3,2-19,51,15,3.4,2-3,4-41,3,0,3,0,24:26,401437811
0,21,9,10,2,1-12,4-4,70,302,10,4.3,158,27-40,3.4,1,6-38,144,24,6.0,1-3,9-60,2,1,1,0,34:18,20,13,6,1,7-12,1-1,53,401,10,7.6,290,20-30,8.8,0,3-18,111,20,5.6,1-1,8-60,0,0,0,0,25:42,401437812
0,16,3,13,0,4-12,1-1,58,354,11,6.1,40,6-10,3.1,1,3-15,314,45,7.0,1-2,6-35,2,1,1,0,34:48,10,5,4,1,2-14,2-2,51,161,12,3.2,118,17-30,3.6,1,3-34,43,18,2.4,1-2,6-45,1,0,1,0,25:12,401437813
0,20,13,7,0,2-12,2-3,61,362,11,5.9,266,23-31,8.1,1,2-13,96,28,3.4,2-3,3-52,1,0,1,0,30:40,15,8,5,2,5-12,0-0,54,324,12,6.0,189,17-23,7.6,0,2-12,135,29,4.7,1-3,3-25,2,2,0,0,29:20,401437814
0,22,12,8,2,5-9,0-0,52,368,8,7.1,257,22-26,8.9,0,3-12,111,23,4.8,3-4,3-8,0,0,0,0,29:56,16,11,3,2,8-13,0-0,56,223,9,4.0,167,22-33,4.8,0,2-20,56,21,2.7,2-2,4-50,0,0,0,0,30:04,401437815
0,14,9,4,1,6-16,0-1,64,225,11,3.5,147,17-31,4.1,0,5-29,78,28,2.8,1-2,6-53,2,2,0,0,33:34,19,14,4,1,3-13,2-2,62,277,13,4.5,190,23-34,5.1,0,3-22,87,25,3.5,2-3,3-25,1,1,0,0,26:26,401437816
0,21,8,12,1,6-12,0-2,63,398,9,6.3,190,19-30,5.9,1,2-13,208,31,6.7,1-2,8-58,1,0,1,0,33:48,20,8,9,3,2-7,0-0,54,369,10,6.8,216,13-25,8.0,2,2-2,153,27,5.7,2-4,4-35,2,0,2,0,26:12,401437817
0,15,9,3,3,4-10,0-1,50,229,10,4.6,193,25-35,4.8,1,5-39,36,10,3.6,1-1,2-6,2,1,1,0,23:15,24,12,12,0,8-13,0-0,69,440,11,6.4,268,17-23,10.7,1,2-10,172,44,3.9,4-5,6-56,2,1,1,0,36:45,401437818
0,24,14,9,1,5-10,2-2,62,360,10,5.8,217,21-27,7.0,0,4-26,143,31,4.6,4-4,4-31,1,1,0,0,28:13,20,8,10,2,2-9,0-0,57,303,9,5.3,135,13-22,5.4,2,3-19,168,32,5.3,2-4,4-24,2,0,2,0,31:47,401437819
0,19,16,3,0,8-16,1-1,67,336,10,5.0,245,30-43,5.7,1,0-0,91,24,3.8,2-4,5-45,2,1,1,0,28:11,19,7,12,0,5-11,0-0,60,315,9,5.2,114,12-23,4.6,0,2-15,201,35,5.7,2-4,2-15,2,2,0,0,31:49,401437820
0,21,15,3,3,5-10,0-2,53,379,9,7.2,302,21-30,10.1,0,0-0,77,23,3.3,4-6,3-38,0,0,0,1,25:14,23,7,15,1,10-16,1-2,70,368,10,5.3,116,17-28,3.9,0,2-7,252,40,6.3,3-4,4-92,0,0,0,0,34:46,401437821
0,13,8,4,1,2-8,1-1,48,228,11,4.8,164,17-30,5.5,2,0-0,64,18,3.6,3-3,7-50,3,1,2,0,20:39,30,10,19,1,6-10,0-0,72,464,11,6.4,223,25-31,6.8,0,2-5,241,39,6.2,6-6,5-35,0,0,0,0,39:21,401437822
0,19,11,6,2,8-15,1-4,69,389,9,5.6,283,23-43,6.4,3,1-8,106,25,4.2,0-4,8-81,3,0,3,0,34:42,19,10,5,4,6-11,0-2,57,254,9,4.5,137,14-26,5.3,1,0-0,117,31,3.8,2-3,7-62,1,0,1,0,25:18,401437823
0,8,3,4,1,0-14,0-2,60,121,15,2.0,43,15-29,1.1,1,9-60,78,22,3.5,0-2,2-15,1,0,1,0,28:54,11,6,5,0,6-17,0-0,62,203,14,3.3,133,20-30,3.9,0,4-14,70,28,2.5,1-2,4-35,1,1,0,1,31:06,401437825
0,19,10,9,0,8-13,0-1,61,317,9,5.2,183,18-34,4.7,2,5-22,134,22,6.1,1-2,3-30,2,0,2,0,27:16,21,9,11,1,5-13,2-2,61,310,9,5.1,136,18-25,5.0,0,2-18,174,34,5.1,2-5,3-30,1,1,0,0,32:44,401437826
0,17,12,3,2,7-16,0-0,65,301,11,4.6,245,23-41,5.7,1,2-17,56,22,2.5,2-4,5-42,1,0,1,0,29:13,18,9,6,3,3-10,0-1,61,263,12,4.3,126,15-28,4.1,1,3-23,137,30,4.6,1-1,3-26,1,0,1,0,30:47,401437827
0,16,11,5,0,3-12,1-3,57,321,10,5.6,248,21-36,6.5,0,2-11,73,19,3.8,0-1,5-45,1,1,0,0,27:35,22,12,10,0,9-15,0-0,68,403,11,5.9,235,25-31,7.6,0,0-0,168,37,4.5,3-4,4-30,1,1,0,0,32:25,401437824
0,27,14,10,3,10-15,0-1,70,421,12,6.0,263,26-34,7.3,1,2-12,158,34,4.6,4-4,6-34,1,0,1,0,34:31,15,8,5,2,6-14,0-2,61,262,10,4.3,140,25-35,3.5,0,5-35,122,21,5.8,1-1,12-77,1,1,0,1,25:29,401437828
0,9,6,3,0,4-15,0-0,55,206,14,3.7,138,13-27,4.5,0,4-27,68,24,2.8,0-2,4-53,0,0,0,0,28:44,18,15,1,2,9-21,0-2,79,323,13,4.1,272,36-58,4.6,0,1-8,51,20,2.6,1-3,7-55,0,0,0,0,31:16,401437829
0,9,3,6,0,1-11,0-1,48,229,13,4.8,57,5-16,3.0,0,3-23,172,29,5.9,2-2,8-51,0,0,0,0,26:23,29,23,5,1,8-19,2-2,91,499,13,5.5,422,43-68,5.9,1,4-24,77,19,4.1,2-4,10-69,1,0,1,0,41:28,401437830
0,23,7,14,2,9-15,0-0,65,319,9,4.9,131,12-22,5.2,0,3-2,188,40,4.7,2-4,5-31,0,0,0,0,37:47,13,10,2,1,3-11,1-1,49,243,10,5.0,195,20-30,5.7,1,4-28,48,15,3.2,0-2,5-40,1,0,1,0,22:13,401437831
0,20,11,6,3,3-11,0-2,60,291,12,4.8,153,19-30,4.4,1,5-33,138,25,5.5,1-2,4-37,1,0,1,0,25:48,18,4,13,1,6-15,0-0,64,333,11,5.2,101,10-16,5.9,0,1-7,232,47,4.9,1-2,10-89,0,0,0,0,34:12,401437832
0,19,15,2,2,1-9,2-2,50,283,9,5.7,244,23-33,6.8,0,3-31,39,14,2.8,1-2,6-46,1,1,0,0,23:05,26,15,10,1,10-15,0-0,74,419,10,5.7,258,22-30,8.6,2,0-0,161,44,3.7,2-3,4-40,2,0,2,0,36:55,401435638
0,24,14,8,2,7-17,3-5,79,481,13,6.1,334,30-50,6.2,2,4-23,147,25,5.9,1-4,7-64,2,0,2,1,35:02,29,17,9,3,7-13,0-1,72,486,13,6.8,311,29-43,6.9,2,2-19,175,27,6.5,3-6,7-64,4,2,2,0,33:46,401437833
0,25,12,9,4,5-11,1-1,59,323,10,5.5,228,19-26,8.1,0,2-8,95,31,3.1,3-5,2-15,0,0,0,1,30:48,19,6,12,1,6-11,0-1,58,408,10,7.0,150,12-20,6.5,1,3-17,258,35,7.4,2-3,9-86,1,0,1,0,29:12,401437834
0,18,10,5,3,4-17,2-3,73,313,13,4.3,248,21-42,5.2,1,6-38,65,25,2.6,0-0,8-50,1,0,1,0,33:57,14,11,2,1,6-16,0-0,60,307,13,5.1,244,19-36,6.6,0,1-11,63,23,2.7,1-2,9-60,1,1,0,0,26:03,401437839
0,17,14,3,0,4-14,2-2,61,315,11,5.2,240,29-40,5.3,0,5-19,75,16,4.7,2-3,5-30,0,0,0,0,31:39,26,17,7,2,7-10,1-1,62,486,10,7.8,331,26-35,9.5,1,0-0,155,27,5.7,4-5,0-0,3,2,1,0,28:21,401437835
0,20,10,7,3,5-12,2-5,62,297,9,4.8,185,22-35,4.9,0,3-27,112,24,4.7,1-2,6-52,1,1,0,0,26:46,29,17,11,1,6-11,1-2,67,491,9,7.3,296,26-33,8.7,0,1-6,195,33,5.9,3-5,5-43,0,0,0,0,33:14,401437836
0,22,15,6,1,3-10,0-0,60,387,11,6.4,286,22-37,7.0,1,4-33,101,19,5.3,1-6,7-40,2,1,1,0,26:40,19,8,10,1,7-14,0-0,67,367,12,5.5,176,13-17,8.8,0,3-21,191,47,4.1,2-2,5-24,0,0,0,0,33:20,401437837
0,10,8,1,1,3-12,0-1,45,186,10,4.1,157,17-28,5.2,2,2-17,29,15,1.9,1-1,10-74,2,0,2,0,21:04,28,9,13,6,9-17,1-1,79,379,11,4.8,162,18-30,4.5,0,6-37,217,43,5.0,2-5,3-40,0,0,0,0,38:56,401437838
0,20,10,8,2,6-11,0-0,59,415,11,7.0,208,21-28,7.2,0,1-14,207,30,6.9,1-2,4-25,1,1,0,0,29:01,18,10,7,1,5-13,1-3,64,309,10,4.8,232,24-38,5.8,0,2-16,77,24,3.2,2-3,10-74,0,0,0,0,30:59,401437840
0,24,13,10,1,5-15,2-3,79,421,13,5.3,262,27-46,5.5,2,2-3,159,31,5.1,3-4,9-83,2,0,2,0,30:59,20,8,9,3,6-13,1-1,61,415,12,6.8,208,14-20,9.5,0,2-16,207,39,5.3,2-3,6-40,2,2,0,0,35:55,401437131
0,18,11,6,1,5-15,3-3,65,298,11,4.6,220,26-37,5.6,0,2-18,78,26,3.0,3-4,10-67,0,0,0,0,32:01,18,12,6,0,3-11,2-2,60,256,11,4.3,190,25-37,4.8,1,3-19,66,20,3.3,2-3,5-29,2,1,1,0,27:59,401437841
0,12,7,3,2,6-16,0-1,56,238,11,4.2,187,21-37,4.7,1,3-9,51,16,3.2,0-1,1-5,1,0,1,0,23:01,22,10,12,0,9-17,1-1,70,387,11,5.5,230,19-28,7.9,0,1-10,157,41,3.8,2-5,5-52,1,1,0,0,36:59,401437842
0,25,9,12,4,12-21,1-1,81,330,10,4.1,178,17-29,5.6,1,3-33,152,49,3.1,2-3,5-58,2,1,1,1,40:24,18,10,7,1,5-8,0-0,47,264,10,5.6,170,17-26,6.3,1,1-5,94,20,4.7,3-3,7-75,4,3,1,0,19:36,401437843
0,21,15,5,1,7-13,1-2,64,408,10,6.4,320,24-29,10.0,1,3-17,88,32,2.8,4-6,2-20,1,0,1,0,32:28,15,11,4,0,7-14,0-2,59,271,10,4.6,215,24-39,5.4,0,1-12,56,19,2.9,2-3,5-40,0,0,0,0,27:32,401437844
0,20,7,12,1,9-16,0-0,66,288,10,4.4,128,14-21,5.1,1,4-25,160,41,3.9,3-3,7-56,1,0,1,0,35:10,18,7,8,3,2-9,1-1,53,280,10,5.3,131,13-20,6.6,0,0-0,149,33,4.5,2-3,2-13,2,2,0,1,24:50,401437845
0,27,19,5,3,4-11,1-2,68,396,11,5.8,316,28-41,7.5,0,1-8,80,26,3.1,2-4,6-42,1,1,0,0,31:22,22,9,12,1,3-11,0-0,62,357,11,5.8,186,18-27,6.4,0,2-11,171,33,5.2,2-5,8-89,0,0,0,0,28:38,401437847
0,18,6,10,2,5-12,1-2,61,314,12,5.1,173,18-25,6.2,0,3-17,141,33,4.3,1-2,7-55,2,2,0,0,29:22,14,9,4,1,5-15,0-1,62,284,11,4.6,185,23-32,5.1,0,4-28,99,26,3.8,1-3,8-90,1,1,0,0,30:38,401437849
0,6,3,1,2,3-14,0-0,49,103,13,2.1,44,9-22,1.7,0,4-33,59,23,2.6,0-1,3-15,0,0,0,0,24:30,13,8,5,0,4-15,0-1,59,297,11,5.0,198,23-27,6.0,0,6-48,99,26,3.8,0-2,8-55,0,0,0,1,35:30,401437850
0,17,10,7,0,5-14,1-2,62,336,11,5.4,188,16-28,5.9,0,4-35,148,30,4.9,1-2,6-55,0,0,0,0,28:53,19,14,4,1,4-11,0-0,56,323,12,5.8,235,22-28,7.3,0,4-39,88,24,3.7,2-4,2-15,0,0,0,0,31:07,401437851
0,23,9,12,2,6-13,0-0,63,325,11,5.2,165,17-26,6.3,0,0-0,160,37,4.3,4-5,5-45,0,0,0,0,31:48,25,17,7,1,5-13,2-3,72,413,11,5.7,324,27-44,7.0,2,2-17,89,26,3.4,3-3,8-63,3,1,2,0,28:12,401437852
0,13,7,4,2,3-12,0-1,54,205,11,3.8,169,21-33,4.6,2,4-27,36,17,2.1,0-1,9-66,3,1,2,0,26:46,19,9,10,0,6-15,0-0,66,308,12,4.7,193,24-33,5.4,1,3-16,115,30,3.8,1-4,10-93,1,0,1,0,33:14,401437846
0,20,10,9,1,3-13,2-2,67,344,10,5.1,191,15-27,7.1,0,0-0,153,40,3.8,1-4,5-36,0,0,0,1,34:56,11,6,4,1,2-13,4-4,54,148,11,2.7,127,19-33,3.3,2,5-42,21,16,1.3,1-2,2-15,2,0,2,0,25:04,401437848
0,20,10,8,2,3-11,0-0,62,407,10,6.6,298,23-37,7.8,0,1-9,109,24,4.5,0-1,9-98,0,0,0,0,32:39,19,11,6,2,3-12,0-0,62,320,10,5.2,226,24-31,6.6,0,3-21,94,28,3.4,1-2,5-45,0,0,0,0,28:57,401437853
0,23,11,12,0,12-17,0-0,70,458,10,6.5,307,26-30,10.2,0,0-0,151,40,3.8,2-3,6-39,0,0,0,0,37:24,16,10,3,3,1-11,0-0,54,183,10,3.4,110,17-30,3.0,0,7-49,73,17,4.3,0-1,7-59,1,1,0,0,22:36,401437855
0,22,18,3,1,3-9,0-0,65,408,13,6.3,346,24-39,8.4,2,2-9,62,24,2.6,3-3,6-44,2,0,2,0,31:36,17,10,5,2,8-17,0-1,68,351,13,5.2,249,25-42,5.7,0,2-16,102,24,4.3,3-5,8-70,0,0,0,0,28:24,401437856
0,23,15,7,1,5-10,0-0,62,485,11,7.8,322,20-34,9.2,0,1-7,163,27,6.0,2-4,4-54,1,1,0,0,27:41,22,12,9,1,8-14,0-0,65,365,10,5.6,250,23-30,7.1,1,5-30,115,30,3.8,2-3,4-25,2,1,1,0,32:19,401437854
0,21,13,7,1,6-11,0-0,57,387,11,6.8,228,20-29,7.9,0,0-0,159,28,5.7,2-2,3-30,0,0,0,0,29:09,19,12,6,1,8-16,0-2,71,314,11,4.4,247,30-44,5.3,2,3-30,67,24,2.8,1-2,5-50,2,0,2,0,30:51,401435642
0,28,16,10,2,7-12,0-0,74,401,10,5.4,237,24-42,5.3,1,3-16,164,29,5.7,3-4,5-36,1,0,1,0,31:26,22,13,7,2,6-15,3-3,67,326,10,4.9,230,23-37,5.9,0,2-10,96,28,3.4,3-4,3-32,2,2,0,0,28:34,401437857
0,21,11,6,4,3-11,0-2,59,300,10,5.1,210,21-35,5.5,0,3-18,90,21,4.3,2-3,7-66,0,0,0,0,25:51,26,13,10,3,7-11,0-1,69,430,10,6.2,261,21-30,8.7,2,0-0,169,39,4.3,4-4,13-86,2,0,2,0,34:09,401437858
