,first_downs_away,first_downs_passing_away,first_down_rushing_away,first_down_by_penalty_away,third_down_away,fourth_down_away,total_plays_away,total_yards_away,total_drives_away,yards_per_play_away,passing_away,comp_att_away,yards_per_pass_away,int_thrown_away,sack_yards_lost_away,rushing_away,rushing_att_away,yards_per_rush_away,red_zone_att_away,penalty_away,turnovers_away,Fumbles lost,int_thrown_away,defensive_td_away,possession_away,first_downs_home,first_downs_passing_home,first_down_rushing_home,first_down_by_penalty_home,third_down_home,fourth_down_home,total_plays_home,total_yards_home,total_drives_home,yards_per_play_home,passing_home,comp_att_home,yards_per_pass_home,int_thrown_home,sack_yards_lost_home,rushing_home,rushing_att_home,yards_per_rush_home,red_zone_att_home,penalty_home,turnovers_home,Fumbles lost,int_thrown_home,defensive_td_home,possession_home,id
0,17,14,3,0,3-10,0-1,55,409,11,7.4,364,28-39,8.7,0,3-18,45,13,3.5,0-3,6-55,0,0,0,0,23:43,23,16,2,5,8-15,0-0,66,358,11,5.4,301,31-38,7.7,1,1-9,57,27,2.1,3-5,3-20,1,0,1,1,36:17,401437859
0,16,9,5,2,4-15,1-1,66,325,13,4.9,229,29-43,5.0,0,3-17,96,20,4.8,2-2,9-70,0,0,0,0,30:37,22,10,10,2,5-17,2-4,75,367,13,4.9,178,23-37,4.3,1,4-32,189,34,5.6,2-3,5-42,1,0,1,0,39:04,401437861
0,21,11,7,3,5-14,0-0,66,374,12,5.7,266,22-37,7.0,0,1-4,108,28,3.9,1-3,9-80,0,0,0,0,31:46,15,12,2,1,7-16,0-0,56,344,10,6.1,281,22-34,8.0,0,1-10,63,21,3.0,0-3,8-57,0,0,0,0,28:14,401437865
0,14,9,3,2,2-13,1-1,58,210,13,3.6,174,26-39,4.0,2,5-41,36,14,2.6,1-2,5-45,3,1,2,0,27:33,25,18,4,3,4-15,1-1,72,339,13,4.7,273,23-41,5.9,0,5-32,66,26,2.5,2-5,4-35,1,1,0,1,32:27,401437863
0,14,7,7,0,4-13,2-3,56,292,10,5.2,165,14-25,6.1,1,2-14,127,29,4.4,1-3,1-10,1,0,1,0,27:55,22,14,8,0,7-12,0-1,62,466,10,7.5,308,22-29,10.3,0,1-7,158,32,4.9,1-2,1-5,0,0,0,0,32:05,401437864
0,18,6,10,2,4-10,0-1,55,332,9,6.0,165,15-25,6.3,1,1-9,167,29,5.8,1-2,2-20,1,0,1,0,26:51,20,8,11,1,5-12,1-1,60,314,9,5.2,138,14-23,6.0,1,0-0,176,37,4.8,2-3,4-28,1,0,1,0,33:09,401437866
0,14,8,4,2,4-14,0-1,57,246,13,4.3,125,19-35,3.3,0,3-17,121,19,6.4,1-2,4-44,2,2,0,0,22:57,19,9,10,0,2-12,2-2,65,349,12,5.4,164,11-19,8.6,0,0-0,185,46,4.0,2-4,4-34,1,1,0,0,37:03,401437860
0,24,10,13,1,8-14,0-1,68,415,11,6.1,253,16-32,7.7,0,1-1,162,35,4.6,2-5,3-20,2,2,0,0,32:39,18,16,1,1,4-13,2-3,61,332,10,5.4,294,29-37,7.2,0,4-27,38,20,1.9,2-4,4-19,1,1,0,0,27:21,401437862
0,22,18,4,0,6-13,0-0,64,311,11,4.9,246,35-47,4.8,0,4-28,65,13,5.0,2-3,4-30,0,0,0,0,29:25,20,10,9,1,7-13,0-1,64,366,11,5.7,185,18-29,6.2,1,1-6,181,34,5.3,2-2,3-19,2,1,1,0,30:35,401437867
0,27,14,13,0,8-14,1-2,77,576,14,7.5,293,25-36,7.9,2,1-2,283,40,7.1,2-4,7-50,2,0,2,0,37:35,22,15,6,1,3-9,0-0,63,372,13,5.9,307,27-37,7.7,1,3-21,65,23,2.8,3-5,2-10,2,1,1,0,28:05,401437868
0,13,8,5,0,5-13,3-3,55,198,10,3.6,82,14-24,3.0,2,3-24,116,28,4.1,1-1,5-25,2,0,2,0,27:34,29,20,6,3,5-11,0-0,72,437,8,6.1,320,27-42,7.6,1,0-0,117,30,3.9,1-6,3-25,2,1,1,0,32:26,401437869
0,14,8,4,2,4-11,0-1,53,260,9,4.9,197,18-30,6.4,0,1-7,63,22,2.9,0-2,6-46,2,2,0,0,25:10,21,12,6,3,5-13,1-2,67,317,9,4.7,221,26-37,5.8,0,1-1,96,29,3.3,1-3,7-64,0,0,0,0,34:50,401437870
0,19,12,5,2,1-7,1-1,49,342,11,7.0,236,17-25,8.4,2,3-17,106,21,5.0,2-4,4-35,2,0,2,0,24:26,29,6,21,2,8-15,2-3,79,500,11,6.3,137,16-28,4.6,0,2-16,363,49,7.4,4-5,3-25,1,1,0,0,35:34,401437871
0,22,10,11,1,7-14,0-0,67,323,10,4.8,151,20-28,4.9,0,3-23,172,36,4.8,2-3,3-19,0,0,0,0,34:22,19,11,6,2,3-12,2-3,62,290,10,4.7,180,22-34,4.9,1,3-19,110,25,4.4,2-3,2-20,2,1,1,0,25:38,401437872
0,22,15,6,1,9-15,0-0,72,355,10,4.9,223,22-33,6.4,0,2-0,132,37,3.6,3-3,6-47,1,1,0,0,38:08,14,7,5,2,3-12,1-1,51,242,9,4.7,182,22-36,4.9,0,1-13,60,14,4.3,0-1,6-62,0,0,0,0,21:52,401437873
0,22,10,11,1,6-12,0-0,65,351,9,5.4,197,16-28,7.0,0,0-0,154,37,4.2,1-3,7-30,0,0,0,0,32:55,18,9,8,1,3-10,1-1,53,306,8,5.8,160,13-24,6.4,1,1-7,146,28,5.2,1-2,6-48,1,0,1,0,27:05,401437874
0,21,11,8,2,6-13,1-2,63,357,10,5.7,182,18-31,5.9,0,0-0,175,32,5.5,1-3,2-20,0,0,0,0,32:28,15,8,7,0,6-11,0-0,50,409,10,8.2,254,20-25,10.2,2,0-0,155,25,6.2,1-2,5-63,3,1,2,0,27:32,401437876
0,14,9,5,0,3-12,3-4,55,266,9,4.8,171,19-34,4.8,0,2-14,95,19,5.0,1-2,5-24,1,1,0,0,23:10,31,21,8,2,8-12,0-0,74,437,9,5.9,337,31-41,7.8,0,2-3,100,31,3.2,4-4,1-10,0,0,0,0,36:50,401437877
0,23,15,6,2,3-16,2-5,83,486,12,5.9,366,31-58,6.2,2,1-3,120,24,5.0,1-6,6-40,2,0,2,0,31:38,21,12,6,3,9-18,1-1,66,287,13,4.3,159,21-35,4.3,0,2-14,128,29,4.4,3-3,3-44,0,0,0,0,28:22,401437879
0,25,13,11,1,3-14,1-1,82,411,13,5.0,246,27-41,5.3,0,5-29,165,36,4.6,1-2,7-55,1,1,0,0,41:11,20,9,10,1,4-13,0-0,65,316,14,4.9,182,25-31,5.2,0,4-18,134,30,4.5,2-3,4-34,1,1,0,0,28:49,401437880
0,11,5,5,1,4-14,1-2,53,209,11,3.9,122,16-26,3.8,0,6-35,87,21,4.1,0-2,7-82,0,0,0,0,27:27,26,16,7,3,3-11,3-3,67,453,11,6.8,386,30-41,9.0,0,2-5,67,24,2.8,2-2,12-80,0,0,0,0,32:33,401437881
0,12,7,4,1,2-12,0-0,52,272,11,5.2,184,17-22,7.7,0,2-5,88,28,3.1,0-0,4-48,0,0,0,0,27:31,20,8,9,3,3-13,3-3,69,285,11,4.1,182,30-37,4.4,2,4-16,103,28,3.7,1-2,3-15,2,0,2,0,32:29,401437875
0,14,6,7,1,4-13,0-0,61,304,13,5.0,130,12-22,5.7,1,1-1,174,38,4.6,0-1,6-56,2,1,1,3,32:16,16,10,4,2,1-12,1-2,61,283,14,4.6,201,20-39,5.2,2,0-0,82,22,3.7,1-4,5-31,4,2,2,0,27:44,401437878
0,25,18,5,2,5-10,0-0,65,438,11,6.7,348,28-39,8.1,1,4-19,90,22,4.1,2-4,6-42,2,1,1,0,30:53,20,7,11,2,4-12,1-2,63,319,10,5.1,148,14-26,4.9,2,4-30,171,33,5.2,2-3,4-39,2,0,2,0,29:07,401437882
0,14,11,2,1,0-7,1-2,45,308,13,6.8,275,18-34,7.4,3,3-20,33,8,4.1,0-1,8-68,4,1,3,0,19:26,24,15,6,3,8-19,1-2,79,351,12,4.4,230,27-41,5.1,1,4-36,121,34,3.6,2-5,4-45,1,0,1,1,40:34,401437883
0,20,11,9,0,6-11,2-2,54,349,8,6.5,211,16-27,7.3,0,2-12,138,25,5.5,3-4,4-35,1,1,0,0,27:54,26,15,8,3,7-11,0-1,66,431,8,6.5,279,25-31,8.7,0,1-7,152,34,4.5,3-7,6-65,0,0,0,0,32:06,401437884
0,22,16,4,2,5-16,3-5,74,386,12,5.2,314,28-47,6.0,0,5-21,72,22,3.3,0-3,4-20,1,1,0,1,30:44,21,11,7,3,3-10,0-0,59,404,12,6.8,250,16-30,8.3,1,0-0,154,29,5.3,0-1,3-15,2,1,1,0,29:16,401437885
0,18,12,5,1,4-13,3-3,70,309,14,4.4,203,21-37,5.1,3,3-30,106,30,3.5,2-3,6-88,5,2,3,0,31:19,23,11,10,2,7-13,1-1,65,385,12,5.9,165,20-30,5.3,1,1-5,220,34,6.5,4-4,3-43,1,0,1,1,28:41,401437886
0,14,12,1,1,5-14,0-0,56,298,11,5.3,232,21-29,7.5,0,2-18,66,25,2.6,0-3,6-84,0,0,0,0,29:55,25,19,4,2,8-15,0-0,75,350,11,4.7,274,36-54,5.0,1,1-7,76,20,3.8,2-3,4-39,2,1,1,0,30:05,401437887
0,17,6,8,3,5-13,1-1,58,302,9,5.2,137,11-20,6.9,2,0-0,165,38,4.3,1-4,7-94,2,0,2,0,30:21,20,12,3,5,4-12,1-1,61,282,10,4.6,211,22-35,5.4,0,4-19,71,22,3.2,1-1,7-60,1,1,0,0,29:39,401437888
0,19,13,6,0,8-17,0-1,73,309,13,4.2,233,28-47,4.6,0,4-36,76,22,3.5,1-2,7-61,2,2,0,0,34:25,14,6,5,3,2-13,0-0,54,232,13,4.3,130,16-27,4.3,0,3-17,102,24,4.3,1-1,5-35,0,0,0,0,25:35,401437889
0,18,12,6,0,4-15,3-6,70,344,11,4.9,273,26-43,6.1,1,2-3,71,25,2.8,1-3,9-98,1,0,1,0,31:52,23,11,8,4,6-15,0-0,61,363,11,6.0,227,18-33,6.5,1,2-12,136,26,5.2,2-3,4-36,1,0,1,0,28:08,401437890
0,16,10,6,0,7-15,0-2,64,327,13,5.1,213,20-27,7.9,1,0-0,114,37,3.1,1-2,4-25,2,1,1,0,33:14,21,11,10,0,8-15,1-2,71,404,12,5.7,277,24-39,6.9,2,1-7,127,31,4.1,3-5,3-10,3,1,2,0,26:46,401437891
0,23,18,2,3,4-10,1-2,62,416,11,6.7,394,31-41,8.8,0,4-31,22,17,1.3,2-4,3-25,2,2,0,0,28:06,23,18,4,1,7-15,1-2,69,464,10,6.7,330,27-39,8.5,0,0-0,134,30,4.5,2-2,7-51,0,0,0,0,31:54,401437892
0,22,18,3,1,6-13,0-1,67,428,12,6.4,368,30-42,8.8,0,0-0,60,25,2.4,2-4,9-70,0,0,0,0,32:52,22,14,7,1,5-10,0-1,62,364,12,5.9,227,25-38,5.4,1,4-27,137,20,6.9,3-3,5-50,4,3,1,0,27:08,401437895
0,27,10,15,2,6-11,1-1,66,437,12,6.6,184,21-31,5.3,0,4-33,253,31,8.2,3-4,2-9,0,0,0,0,32:30,18,11,7,0,4-13,2-3,63,304,11,4.8,181,23-32,4.6,0,7-35,123,24,5.1,3-4,5-34,1,1,0,0,27:30,401437893
0,18,5,12,1,4-13,1-2,61,309,10,5.1,94,11-17,4.9,0,2-10,215,42,5.1,1-3,5-46,0,0,0,0,32:59,23,16,3,4,4-8,0-0,53,329,9,6.2,264,22-31,8.0,3,2-12,65,20,3.3,2-4,2-15,3,0,3,0,27:01,401437894
0,20,15,5,0,6-12,0-0,67,431,13,6.4,342,28-42,7.8,3,2-10,89,23,3.9,2-3,4-70,3,0,3,1,30:13,17,10,6,1,6-17,1-2,69,320,13,4.6,214,27-44,4.3,2,6-49,106,19,5.6,3-3,6-38,2,0,2,0,29:47,401437899
0,18,14,4,0,4-16,4-7,74,322,11,4.4,253,34-55,4.6,2,0-0,69,19,3.6,1-2,8-62,3,1,2,0,27:20,24,9,12,3,4-9,1-2,59,404,11,6.8,195,17-23,8.5,0,0-0,209,36,5.8,2-3,2-15,1,1,0,0,32:40,401437897
0,24,8,14,2,6-13,1-2,72,328,11,4.6,105,14-24,4.0,0,2-15,223,46,4.8,3-5,6-29,0,0,0,0,39:16,16,13,2,1,6-13,1-1,53,287,10,5.4,241,21-36,6.2,2,3-23,46,14,3.3,2-3,3-35,2,0,2,0,20:44,401437898
0,14,6,6,2,3-11,0-0,49,219,11,4.5,127,10-28,4.2,0,2-18,92,19,4.8,0-0,6-50,0,0,0,0,20:22,24,16,6,2,9-18,1-2,78,432,11,5.5,350,39-51,6.4,0,4-17,82,23,3.6,2-6,6-40,0,0,0,0,39:38,401437896
0,18,13,4,1,3-11,0-0,57,328,12,5.8,225,24-35,6.3,1,1-10,103,21,4.9,2-4,8-80,1,0,1,1,26:29,19,11,5,3,4-14,1-5,69,323,12,4.7,210,28-41,4.5,1,6-45,113,22,5.1,1-3,8-48,2,1,1,0,33:31,401437900
0,15,8,7,0,6-13,0-0,61,381,12,6.2,211,17-26,7.8,0,1-6,170,34,5.0,1-2,7-60,0,0,0,0,33:01,16,12,3,1,4-13,0-0,61,277,11,4.5,207,31-44,4.4,0,3-31,70,14,5.0,1-1,8-79,1,1,0,0,26:59,401437901
0,20,11,8,1,6-19,0-1,79,341,16,4.3,170,19-33,4.7,0,3-12,171,43,4.0,1-4,11-103,1,1,0,2,36:37,32,22,4,6,5-15,0-3,86,518,19,6.0,426,34-55,6.9,2,7-34,92,24,3.8,4-4,9-74,3,1,2,0,33:20,401437904
0,17,6,10,1,5-12,0-3,61,324,9,5.3,126,17-30,3.8,1,3-12,198,28,7.1,0-2,3-25,2,1,1,0,26:52,19,10,8,1,5-15,2-2,64,283,9,4.4,140,18-28,4.5,0,3-21,143,33,4.3,1-4,3-32,0,0,0,0,33:08,401437903
0,20,9,8,3,5-14,1-1,57,405,10,7.1,217,17-30,6.8,0,2-17,188,25,7.5,1-3,8-51,0,0,0,0,30:07,29,16,9,4,8-14,0-0,71,446,11,6.3,296,25-40,7.0,0,2-8,150,29,5.2,4-5,7-51,1,1,0,0,29:53,401437902
0,20,11,8,1,9-16,1-2,71,421,12,5.9,309,22-37,8.1,2,1-6,112,33,3.4,2-3,2-25,3,1,2,0,29:53,15,8,7,0,5-13,0-1,58,248,12,4.3,91,14-22,3.3,0,6-61,157,30,5.2,2-3,6-30,1,1,0,0,30:07,401437908
0,21,6,13,2,9-16,0-1,69,320,10,4.6,89,13-26,3.0,0,4-8,231,39,5.9,2-3,3-30,1,1,0,0,30:56,17,11,6,0,5-11,0-1,55,348,10,6.3,214,13-19,10.2,0,2-17,134,34,3.9,1-2,6-46,1,1,0,0,29:04,401437905
0,17,14,3,0,5-15,2-3,66,359,9,5.4,252,23-38,6.6,0,0-0,107,28,3.8,0-3,6-52,0,0,0,1,32:32,18,14,3,1,7-14,1-1,61,337,11,5.5,287,18-35,7.4,1,4-30,50,22,2.3,1-2,2-20,1,0,1,0,27:28,401437911
0,22,9,13,0,12-16,0-0,68,325,9,4.8,169,17-22,7.3,0,1-10,156,45,3.5,3-3,7-81,0,0,0,0,36:11,12,10,0,2,4-11,0-0,43,209,8,4.9,188,14-23,7.0,0,4-37,21,16,1.3,1-3,5-40,0,0,0,0,23:49,401437907
0,24,14,9,1,9-16,0-0,74,397,12,5.4,243,23-30,7.4,2,3-13,154,41,3.8,3-4,2-18,2,0,2,0,35:26,26,13,13,0,8-12,0-0,70,503,13,7.2,311,27-42,7.2,1,1-7,192,27,7.1,3-4,4-37,3,2,1,1,27:42,401437910
0,33,20,11,2,6-12,0-0,76,502,12,6.6,313,36-41,7.3,0,2-23,189,33,5.7,2-3,10-102,2,2,0,0,37:22,18,8,5,5,4-10,0-0,58,219,12,3.8,125,14-29,4.2,0,1-4,94,28,3.4,3-4,4-33,1,1,0,0,27:25,401437909
0,13,8,4,1,2-12,0-0,59,240,13,4.1,167,20-36,4.3,3,3-6,73,20,3.7,1-1,7-46,3,0,3,0,27:02,23,10,12,1,4-11,0-0,67,324,13,4.8,156,21-26,4.7,1,7-41,168,34,4.9,3-3,4-31,2,1,1,0,32:58,401437912
0,19,6,10,3,2-13,0-0,63,318,12,5.0,112,13-31,3.6,0,0-0,206,32,6.4,0-1,6-30,1,1,0,1,26:44,18,10,6,2,5-14,1-1,64,308,12,4.8,211,20-38,5.1,1,3-20,97,23,4.2,2-2,13-90,1,0,1,1,33:16,401437915
0,17,8,9,0,3-11,0-0,57,284,13,5.0,157,18-26,5.2,1,4-28,127,27,4.7,2-2,6-62,1,0,1,0,30:12,23,13,8,2,4-13,2-2,69,365,12,5.3,291,28-42,6.5,2,3-22,74,24,3.1,2-2,3-20,2,0,2,0,29:48,401437913
0,20,14,3,3,5-13,0-0,62,237,12,3.8,184,27-39,4.5,1,2-16,53,21,2.5,4-5,4-27,1,0,1,0,29:25,25,18,6,1,4-12,2-3,70,396,11,5.7,304,30-44,6.8,2,1-8,92,25,3.7,3-4,7-58,4,2,2,0,30:35,401437914
0,19,8,11,0,2-10,1-1,62,288,10,4.6,160,21-32,5.0,0,0-0,128,30,4.3,1-1,5-30,0,0,0,1,30:30,20,10,9,1,1-10,1-2,58,387,10,6.7,228,17-29,7.1,0,3-21,159,26,6.1,1-3,6-40,2,2,0,0,29:30,401437906
0,13,6,4,3,4-11,0-0,43,156,8,3.6,84,12-21,3.2,1,5-27,72,17,4.2,1-2,8-76,1,0,1,0,22:41,27,15,9,3,4-9,2-2,68,345,9,5.1,207,22-30,6.3,1,3-22,138,35,3.9,3-5,4-80,2,1,1,0,37:19,401437916
0,19,10,9,0,7-16,0-0,71,365,10,5.1,218,20-31,6.8,0,1-11,147,39,3.8,1-3,3-25,1,1,0,0,34:52,10,8,1,1,2-13,1-5,56,227,10,4.1,161,19-33,4.5,1,3-21,66,20,3.3,0-2,9-64,2,1,1,0,25:08,401437917
0,20,9,11,0,6-11,1-1,58,426,12,7.3,172,15-26,6.4,2,1-0,254,31,8.2,3-4,9-72,3,1,2,0,28:48,11,6,4,1,2-12,1-4,59,209,13,3.5,129,18-28,4.3,1,2-15,80,29,2.8,1-4,2-15,2,1,1,0,31:12,401437920
0,14,5,8,1,7-15,0-0,54,244,11,4.5,92,8-15,6.1,1,0-0,152,39,3.9,2-3,2-15,1,0,1,0,29:14,15,7,7,1,7-16,1-3,67,249,10,3.7,125,15-31,3.8,1,2-10,124,34,3.6,1-3,4-45,1,0,1,0,30:46,401437921
0,19,8,8,3,2-14,3-6,73,333,12,4.6,200,25-40,4.8,1,2-15,133,31,4.3,1-2,6-35,1,0,1,0,35:02,14,9,3,2,3-11,0-1,51,297,11,5.8,220,16-28,7.6,0,1-4,77,22,3.5,3-3,5-39,0,0,0,0,24:58,401437922
0,23,15,6,2,3-11,1-1,66,445,11,6.7,319,30-42,7.1,1,3-15,126,21,6.0,1-2,7-63,2,1,1,0,29:13,23,17,4,2,6-13,0-1,71,353,12,5.0,270,34-48,5.2,0,4-29,83,19,4.4,3-4,2-14,0,0,0,0,30:47,401437923
0,28,18,6,4,8-16,1-1,78,442,12,5.7,369,40-52,6.8,2,2-6,73,24,3.0,2-4,8-62,3,1,2,0,36:48,15,9,4,2,6-13,0-1,53,285,11,5.4,224,21-33,6.1,0,4-16,61,16,3.8,1-2,10-82,1,1,0,1,23:12,401437924
0,22,15,3,4,4-12,2-3,61,381,10,6.2,336,25-42,7.6,0,2-19,45,17,2.6,3-6,4-30,1,1,0,0,24:47,30,11,16,3,3-9,1-1,65,570,11,8.8,250,15-22,11.4,0,0-0,320,43,7.4,4-6,10-74,0,0,0,0,35:13,401437919
0,17,11,5,1,5-14,1-4,68,327,9,4.8,212,22-33,6.1,0,2-6,115,33,3.5,0-4,5-48,1,1,0,0,32:44,15,5,10,0,4-12,0-0,51,299,9,5.9,115,9-17,6.8,0,0-0,184,34,5.4,1-4,1-6,0,0,0,0,27:16,401437918
0,15,8,7,0,5-14,0-1,63,285,12,4.5,215,20-32,6.5,1,1-3,70,30,2.3,2-4,4-35,1,0,1,0,33:03,16,4,11,1,4-12,1-2,58,272,12,4.7,88,14-23,3.3,2,4-11,184,31,5.9,1-1,5-30,3,1,2,0,26:57,401437925
0,21,18,2,1,7-13,0-2,69,349,12,5.1,270,25-34,7.5,1,2-19,79,33,2.4,2-3,6-51,2,1,1,0,33:35,14,8,6,0,4-11,1-2,51,371,12,7.3,218,15-22,8.7,1,3-16,153,26,5.9,1-5,4-25,1,0,1,0,26:25,401437926
0,25,19,4,2,8-14,2-3,69,442,10,6.4,355,24-40,8.9,2,0-0,87,29,3.0,3-5,2-10,4,2,2,1,27:42,25,18,6,1,8-15,1-1,72,419,12,5.8,304,27-35,7.4,1,6-43,115,31,3.7,3-5,4-36,1,0,1,0,32:18,401437927
0,13,9,4,0,6-12,0-0,52,201,10,3.9,143,16-30,4.3,3,3-31,58,19,3.1,1-1,2-20,3,0,3,0,27:21,19,13,6,0,5-14,2-2,66,350,11,5.3,244,26-39,6.3,1,0-0,106,27,3.9,1-1,3-35,1,0,1,0,32:39,401437928
0,17,11,4,2,2-14,3-5,65,301,11,4.6,222,24-38,5.6,1,2-16,79,25,3.2,2-5,5-40,1,0,1,0,32:00,15,10,5,0,2-7,1-1,45,376,11,8.4,294,16-25,10.9,3,2-16,82,18,4.6,1-2,8-62,4,1,3,0,28:00,401437929
0,18,11,7,0,3-10,1-3,61,323,10,5.3,219,19-35,5.3,4,6-40,104,20,5.2,1-1,6-55,4,0,4,0,23:25,26,14,11,1,6-10,1-1,64,388,9,6.1,230,24-28,8.2,0,0-0,158,36,4.4,5-6,3-6,0,0,0,1,36:35,401436983
0,21,15,5,1,6-17,1-2,78,396,14,5.1,281,32-48,5.9,2,0-0,115,30,3.8,1-3,5-30,2,0,2,0,36:57,16,8,8,0,5-19,1-1,74,325,14,4.4,204,25-46,4.3,1,1-17,121,27,4.5,0-1,6-74,3,2,1,0,29:22,401437930
0,17,10,7,0,8-18,1-1,67,314,11,4.7,213,24-31,6.1,1,4-22,101,32,3.2,2-4,6-60,2,1,1,0,33:54,10,6,2,2,0-10,1-4,50,173,10,3.5,104,17-29,2.9,3,7-39,69,14,4.9,0-1,2-11,3,0,3,0,26:06,401437931
